0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1e-05
4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.0008718430335097002
0,0,4,2,0,0,0,0,0,0,2,2,0,0,0,0,-0.0017536860670194004
0,0,4,2,0,0,0,0,0,0,0,4,2,0,0,0,-0.0026355291005291004
0,0,0,2,0,0,0,0,0,0,0,2,2,0,4,4,-0.003517372134038801
0,0,0,0,0,2,0,0,0,0,0,4,2,0,4,4,-0.004399215167548502
2,2,4,8,0,2,0,0,0,0,0,0,0,0,0,0,-0.005281058201058201
0,4,4,8,0,2,0,2,0,0,0,0,0,0,0,0,-0.006162901234567902
0,0,0,0,0,0,0,0,0,4,2,8,0,2,4,2,-0.007044744268077602
0,0,0,0,0,0,0,0,0,4,2,8,0,2,4,2,-0.007926587301587303
0,4,2,8,0,2,4,2,2,0,0,0,0,0,0,0,-0.008808430335097003
4,2,8,0,2,4,2,0,2,0,0,0,2,0,0,0,-0.009690273368606703
0,4,2,8,0,2,4,2,0,0,2,2,0,0,0,2,-0.010572116402116402
2,4,2,8,0,2,4,4,0,0,2,2,0,0,0,0,-0.011453959435626103
2,4,2,8,0,2,4,4,0,0,2,2,0,0,0,0,-0.012335802469135803
2,4,2,8,0,0,2,8,0,0,0,4,0,2,0,0,-0.013217645502645503
2,4,2,8,0,0,2,8,0,0,2,4,0,0,0,2,-0.014099488536155204
2,4,2,8,2,8,0,0,2,4,0,2,2,0,0,0,-0.014981331569664904
0,0,0,0,0,4,2,0,4,8,0,8,4,4,2,2,-0.015863174603174605
0,0,0,0,2,0,4,2,0,0,4,16,0,0,8,4,-0.016745017636684303
0,0,0,0,0,0,0,2,2,0,8,16,2,0,8,4,-0.017626860670194006
0,0,0,0,2,0,0,0,2,8,16,2,2,8,4,0,-0.018508703703703704
4,16,16,2,2,0,4,0,2,0,0,0,0,0,0,0,-0.019390546737213406
4,32,2,0,2,4,0,0,2,0,0,2,0,0,0,0,-0.020272389770723105
4,32,2,2,4,4,0,0,0,0,0,2,0,0,0,0,-0.021154232804232804
2,0,0,0,0,0,0,0,0,32,0,0,8,4,2,4,-0.022036075837742506
0,2,0,0,0,0,0,0,2,32,0,0,8,4,2,4,-0.022917918871252205
0,0,2,2,0,0,0,0,0,0,2,32,8,4,2,4,-0.023799761904761907
0,0,0,0,0,0,0,2,0,2,2,32,8,4,4,4,-0.024681604938271606
0,2,0,0,2,0,0,0,4,32,0,0,8,8,4,0,-0.025563447971781308
0,0,0,0,2,2,0,2,4,32,0,0,8,8,4,0,-0.026445291005291006
2,2,4,2,4,32,0,0,8,8,0,0,0,0,2,0,-0.02732713403880071
0,0,0,0,2,2,2,0,4,32,4,0,8,8,2,2,-0.028208977072310407
0,0,0,0,2,2,2,0,4,32,4,0,8,8,2,2,-0.029090820105820106
0,2,0,0,0,0,2,4,0,4,32,4,0,0,16,4,-0.029972663139329808
2,0,0,0,0,0,2,0,0,2,32,4,0,4,16,8,-0.030854506172839507
2,0,0,0,0,0,2,0,0,2,32,4,2,4,16,8,-0.031736349206349206
4,2,2,4,2,4,32,8,0,0,16,0,0,0,0,0,-0.03261819223985891
4,4,4,2,2,4,32,8,16,0,0,0,0,0,0,0,-0.0335000352733686
0,0,0,4,4,0,0,0,2,0,4,2,16,8,32,8,-0.034381878306878305
4,8,4,4,2,0,32,2,16,0,0,8,2,0,0,0,-0.03526372134038801
4,8,4,4,2,0,32,2,16,0,0,8,2,0,0,0,-0.0361455643738977
0,4,8,8,0,2,32,2,2,0,16,8,0,0,0,2,-0.037027407407407405
2,0,0,8,0,0,8,2,0,4,32,8,2,2,16,2,-0.03790925044091711
2,8,0,0,8,2,2,0,4,32,8,0,4,16,2,0,-0.03879109347442681
0,8,0,0,2,2,2,0,8,32,8,4,8,16,2,0,-0.039672936507936504
2,0,0,8,0,0,2,4,8,32,8,4,0,8,16,2,-0.040554779541446206
2,8,0,0,2,4,0,0,8,32,8,4,8,16,2,4,-0.04143662257495591
0,8,0,0,0,4,0,2,4,32,8,0,16,16,2,8,-0.042318465608465604
8,0,0,2,4,2,0,0,4,32,8,0,32,2,8,0,-0.043200308641975306
8,2,0,0,4,2,0,0,4,32,8,4,32,2,8,0,-0.04408215167548501
8,2,0,0,4,2,0,0,4,32,8,4,32,2,8,0,-0.04496399470899471
0,0,0,0,8,4,0,0,8,32,0,2,32,2,16,4,-0.045845837742504406
0,0,0,0,8,4,0,4,8,32,2,0,32,2,16,4,-0.04672768077601411
0,0,0,0,8,8,0,2,8,32,2,0,32,2,16,4,-0.04760952380952381
16,8,2,2,32,32,16,4,0,2,0,0,2,0,0,0,-0.04849136684303351
16,8,2,2,32,32,16,4,2,2,0,2,0,0,0,0,-0.04937320987654321
16,8,2,2,32,32,16,4,2,2,0,2,0,0,0,0,-0.05025505291005291
16,8,4,0,64,16,4,0,4,2,0,2,0,0,0,0,-0.05113689594356261
0,0,0,0,16,8,4,0,64,16,0,0,4,2,8,2,-0.05201873897707231
2,0,0,0,0,16,8,4,0,0,64,16,4,2,8,2,-0.05290058201058201
2,0,2,0,16,8,4,0,64,16,0,0,4,2,8,2,-0.05378242504409171
0,2,0,4,0,16,8,4,0,0,64,16,4,2,8,2,-0.05466426807760141
0,2,2,4,0,16,8,4,0,0,64,16,4,2,8,2,-0.05554611111111111
0,0,2,0,0,2,8,8,4,16,64,16,4,2,8,2,-0.05642795414462081
8,2,2,8,0,16,8,16,2,2,64,2,0,0,8,0,-0.05730979717813051
8,4,8,0,16,8,16,2,4,64,2,0,8,0,0,0,-0.05819164021164021
0,8,4,8,16,8,16,2,0,4,64,2,2,0,0,8,-0.05907348324514991
16,16,4,8,2,4,16,4,0,0,64,8,0,0,0,2,-0.05995532627865961
16,16,4,8,2,4,16,4,0,0,64,8,0,0,0,2,-0.060837169312169315
32,4,8,2,2,4,16,4,64,8,0,0,2,0,0,0,-0.06171901234567901
32,0,0,0,2,2,0,0,64,8,8,2,2,8,16,4,-0.06260085537918872
32,2,8,2,2,16,16,4,64,4,0,0,2,0,0,0,-0.06348269841269842
32,2,8,2,0,2,32,4,0,0,64,4,0,0,2,2,-0.06436454144620812
32,4,8,2,0,2,32,8,0,0,64,2,0,0,2,0,-0.06524638447971783
32,4,8,2,0,2,32,8,0,0,64,2,0,2,0,2,-0.06612822751322751
32,4,8,2,2,2,32,8,0,0,64,2,0,0,0,4,-0.06701007054673722
32,4,8,2,0,4,32,8,2,0,64,2,0,0,0,4,-0.06789191358024692
0,0,0,2,0,0,8,8,32,2,32,2,2,8,64,4,-0.06877375661375662
2,0,0,2,0,0,0,16,32,2,32,2,2,8,64,4,-0.06965559964726632
0,0,2,4,0,0,0,16,32,2,32,2,2,8,64,4,-0.07053744268077602
0,0,2,4,0,0,2,16,32,2,32,2,2,8,64,4,-0.07141928571428573
32,2,4,4,2,8,32,16,0,0,64,2,2,0,0,4,-0.07230112874779542
32,2,8,0,2,8,32,16,64,2,0,0,2,4,2,0,-0.07318297178130512
32,2,8,0,2,8,32,16,64,2,0,0,2,4,2,0,-0.07406481481481482
2,32,2,8,2,8,32,16,0,0,64,2,0,2,4,2,-0.07494665784832452
4,32,2,8,0,8,32,16,0,2,64,4,0,0,4,4,-0.07582850088183422
4,32,2,8,2,8,32,16,0,2,64,8,0,0,4,0,-0.07671034391534393
4,32,2,8,2,8,32,16,2,2,64,8,0,0,0,4,-0.07759218694885363
0,0,0,8,2,32,2,16,4,8,32,8,4,2,64,4,-0.07847402998236332
2,32,2,8,8,8,32,16,0,2,64,8,2,0,0,4,-0.07935587301587302
2,32,2,8,16,32,16,0,2,64,8,0,2,4,0,2,-0.08023771604938272
0,0,0,2,2,64,2,0,16,64,16,8,4,4,8,2,-0.08111955908289242
2,0,0,0,2,64,2,2,16,64,16,8,8,8,2,0,-0.08200140211640213
0,0,0,0,4,2,2,0,16,128,16,2,8,8,2,8,-0.08288324514991183
0,0,0,0,4,2,2,0,16,128,16,2,8,8,2,8,-0.08376508818342153
0,0,0,2,4,4,0,0,16,128,16,2,16,2,8,0,-0.08464693121693122
0,0,0,2,0,0,2,8,16,128,16,2,0,16,2,8,-0.08552877425044092
0,0,0,2,0,0,2,8,16,128,16,2,0,16,2,8,-0.08641061728395062
0,0,0,2,0,0,2,8,16,128,16,2,0,16,2,8,-0.08729246031746032
0,0,2,2,0,0,2,8,0,128,16,2,16,16,2,8,-0.08817430335097003
0,0,2,2,0,0,4,8,0,128,16,2,16,16,2,8,-0.08905614638447973
4,0,0,0,4,8,0,0,128,16,2,2,32,2,8,0,-0.08993798941798943
8,8,2,2,128,16,8,0,32,2,0,0,0,0,0,2,-0.09081983245149913
0,0,16,4,0,128,16,8,0,0,32,2,0,4,0,2,-0.09170167548500882
0,0,16,4,0,128,16,8,0,2,32,2,0,0,4,2,-0.09258351851851852
0,128,32,4,2,2,32,8,0,0,4,4,0,0,0,0,-0.09346536155202823
2,128,64,4,0,2,4,8,2,0,0,4,0,0,0,0,-0.09434720458553793
4,128,64,4,0,2,4,8,0,0,0,4,0,0,4,0,-0.09522904761904763
4,128,64,4,2,4,8,0,4,0,0,0,4,0,0,2,-0.09611089065255733
4,128,64,4,0,2,4,8,0,0,2,4,0,0,4,2,-0.09699273368606703
4,128,64,4,0,2,4,8,0,0,2,4,0,0,4,2,-0.09787457671957672
0,0,64,4,0,2,4,8,0,128,2,4,4,2,4,2,-0.09875641975308642
0,0,64,4,0,2,4,8,0,128,2,4,4,2,4,2,-0.09963826278659613
64,4,2,0,2,4,8,0,128,2,4,0,4,2,4,2,-0.10052010582010583
64,4,2,0,2,4,8,0,128,2,4,0,4,2,4,2,-0.10140194885361553
64,8,2,2,2,4,8,0,128,0,8,0,4,0,0,2,-0.10228379188712523
64,8,2,4,2,4,16,0,128,0,0,0,4,0,2,0,-0.10316563492063494
64,0,2,0,2,0,2,0,128,8,16,0,4,4,2,4,-0.10404747795414462
64,8,4,4,2,4,16,0,128,2,2,0,4,0,0,0,-0.10492932098765433
64,0,0,0,2,8,4,2,128,4,16,0,4,2,2,4,-0.10581116402116403
64,2,0,0,2,8,4,0,128,4,16,2,4,2,2,4,-0.10669300705467373
64,2,4,2,2,8,16,4,128,4,2,4,4,2,0,0,-0.10757485008818343
64,2,2,0,2,8,4,0,128,4,16,2,4,2,2,8,-0.10845669312169313
64,2,2,0,2,8,4,0,128,4,16,2,4,2,2,8,-0.10933853615520284
64,2,2,0,2,8,4,0,128,4,16,2,4,2,2,8,-0.11022037918871253
0,0,64,4,0,2,8,4,128,4,16,2,2,4,4,8,-0.11110222222222223
2,0,64,0,0,0,8,8,128,2,16,2,2,8,4,8,-0.11198406525573193
2,64,0,0,16,0,2,0,128,2,16,2,2,8,4,8,-0.11286590828924163
0,0,2,64,2,0,16,2,128,2,16,2,2,8,4,8,-0.11374775132275133
0,2,2,64,0,2,16,2,128,2,16,2,2,8,4,8,-0.11462959435626104
0,0,4,64,2,2,16,2,128,2,16,2,2,8,4,8,-0.11551143738977074
2,0,0,0,2,0,4,64,128,4,32,4,2,8,4,8,-0.11639328042328043
0,0,0,2,4,0,4,64,128,4,32,4,2,8,4,8,-0.11727512345679013
4,4,4,2,128,8,32,64,2,2,4,4,0,0,0,8,-0.11815696649029983
0,4,8,2,128,8,32,64,2,0,4,8,0,0,0,8,-0.11903880952380953
4,8,2,0,128,8,32,64,2,4,8,0,8,2,0,0,-0.11992065255731924
4,8,2,0,128,8,32,64,2,4,8,0,8,2,0,0,-0.12080249559082894
4,8,2,0,128,8,32,64,2,4,8,0,8,2,0,0,-0.12168433862433864
4,8,2,0,128,8,32,64,2,4,8,0,8,2,0,0,-0.12256618165784833
4,0,0,2,128,16,2,0,2,4,32,0,8,2,8,64,-0.12344802469135803
4,2,0,2,128,16,2,0,2,4,32,0,8,2,8,64,-0.12432986772486773
0,2,4,4,0,128,16,2,0,2,4,32,8,2,8,64,-0.12521171075837742
2,0,2,8,0,128,16,2,0,2,4,32,8,2,8,64,-0.1260935537918871
0,0,2,8,0,2,16,2,2,128,4,32,8,4,8,64,-0.12697539682539682
0,0,2,8,0,2,16,2,2,128,4,32,8,4,8,64,-0.1278572398589065
0,0,2,8,0,2,16,2,2,128,4,32,8,4,8,64,-0.12873908289241623
2,2,2,8,8,128,16,2,0,4,4,32,0,2,8,64,-0.12962092592592592
0,2,4,8,8,128,16,2,2,0,8,32,0,2,8,64,-0.13050276895943563
8,2,4,8,2,128,16,2,0,2,16,32,2,0,0,64,-0.13138461199294532
8,2,4,8,4,128,32,2,0,2,0,32,0,0,2,64,-0.132266455026455
8,2,4,8,4,128,32,2,0,2,2,32,0,0,2,64,-0.13314829805996473
2,0,0,8,0,2,4,2,8,128,32,32,4,2,4,64,-0.13403014109347441
2,8,0,0,2,4,2,0,8,128,64,4,4,2,4,64,-0.13491198412698413
4,8,2,4,8,4,64,64,4,128,4,0,0,2,2,0,-0.13579382716049382
4,8,2,4,8,4,128,0,4,128,4,0,4,2,0,0,-0.13667567019400353
4,8,2,4,2,8,4,128,0,4,128,4,0,0,4,2,-0.13755751322751322
4,8,2,4,2,8,4,128,0,4,128,4,0,0,4,2,-0.1384393562610229
0,0,2,4,0,2,4,128,4,16,128,4,2,4,4,2,-0.13932119929453263
4,2,2,4,2,16,4,128,0,4,128,4,0,2,4,2,-0.14020304232804232
0,4,4,4,2,16,4,128,2,4,128,4,0,2,4,2,-0.14108488536155203
2,4,0,4,0,16,8,128,0,4,128,4,4,2,4,2,-0.14196672839506172
0,0,2,8,2,16,8,128,0,4,128,4,4,2,4,2,-0.14284857142857144
2,16,2,8,4,4,8,128,2,2,128,4,0,0,4,2,-0.14373041446208112
2,16,2,8,8,8,128,0,4,128,4,0,4,2,0,2,-0.1446122574955908
2,16,2,8,16,128,0,0,4,128,4,0,4,4,0,2,-0.14549410052910053
2,16,2,8,16,256,4,2,8,4,0,0,2,0,0,0,-0.14637594356261022
2,16,2,8,16,256,4,2,8,4,0,0,2,0,0,0,-0.14725778659611993
2,0,0,0,16,16,0,2,8,256,2,8,2,4,4,2,-0.14813962962962962
2,2,0,0,32,2,0,0,8,256,2,8,2,8,2,0,-0.14902147266313934
4,2,0,0,32,2,0,0,8,256,2,8,2,8,2,0,-0.14990331569664903
4,2,0,0,32,2,0,0,8,256,2,8,2,8,2,0,-0.1507851587301587
4,0,0,0,32,4,0,0,8,256,2,0,2,8,4,8,-0.15166700176366843
4,4,2,8,32,256,4,0,8,8,0,0,2,2,0,0,-0.15254884479717812
4,4,2,8,32,256,4,0,8,8,0,0,2,2,0,0,-0.15343068783068783
8,2,8,0,32,256,4,0,16,0,0,0,4,2,0,0,-0.15431253086419752
8,0,0,0,32,2,4,0,16,256,8,0,4,2,4,0,-0.15519437389770724
8,2,4,0,32,256,8,0,16,2,4,0,4,0,2,0,-0.15607621693121693
0,8,2,4,0,32,256,8,0,16,2,4,0,2,4,2,-0.15695805996472662
0,8,2,4,0,32,256,8,0,16,2,4,0,2,4,2,-0.15783990299823633
0,8,2,4,0,32,256,8,0,16,2,4,0,2,4,2,-0.15872174603174602
0,8,2,4,0,32,256,8,0,16,2,4,0,2,4,2,-0.15960358906525574
0,8,2,4,0,32,256,8,0,16,2,4,0,2,4,2,-0.16048543209876542
0,8,2,4,0,32,256,8,0,16,2,4,0,2,4,2,-0.16136727513227514
0,8,2,4,0,32,256,8,0,16,2,4,0,2,4,2,-0.16224911816578483
0,8,2,4,0,32,256,8,0,16,2,4,0,2,4,2,-0.16313096119929452
8,2,4,0,32,256,8,0,16,2,4,2,2,4,2,0,-0.16401280423280423
0,8,2,4,0,32,256,8,16,2,4,2,2,2,4,2,-0.16489464726631392
2,0,0,0,0,8,2,4,16,32,256,8,2,4,8,4,-0.16577649029982364
2,2,0,0,8,2,4,0,16,32,256,8,2,4,8,4,-0.16665833333333332
2,4,0,0,8,4,4,0,16,32,256,8,2,4,8,4,-0.16754017636684304
2,0,0,2,8,8,4,0,16,32,256,8,2,4,8,4,-0.16842201940035273
0,0,0,4,2,0,16,4,16,32,256,8,2,4,8,4,-0.16930386243386242
2,32,16,8,16,4,256,8,2,2,8,4,0,0,0,0,-0.17018570546737213
2,32,16,16,16,4,256,4,2,2,8,4,0,0,0,0,-0.17106754850088182
