0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1e-05
0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0.0009299540018399265
0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,4,0.001849908003679853
0,0,2,0,2,0,0,0,2,0,0,0,2,4,0,0,0.0027698620055197796
4,4,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0.003689816007359706
0,0,8,2,0,0,0,2,0,2,0,0,0,0,0,2,0.004609770009199632
8,2,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0.005529724011039559
8,4,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0.006449678012879485
8,4,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0.0073696320147194115
0,0,0,0,8,0,0,0,4,0,0,2,2,4,2,0,0.008289586016559339
0,0,0,0,8,0,0,0,4,0,0,2,2,4,2,2,0.009209540018399265
0,0,2,0,0,0,0,8,0,0,4,2,0,2,4,4,0.010129494020239192
0,2,2,8,0,0,8,2,0,2,0,4,0,0,0,0,0.011049448022079118
0,0,0,0,0,2,0,8,0,0,2,2,0,4,8,4,0.011969402023919044
0,2,2,8,0,4,8,2,0,0,0,4,0,0,0,4,0.01288935602575897
0,2,2,8,0,4,8,2,2,0,0,8,0,0,0,0,0.013809310027598897
2,2,2,8,0,4,8,2,2,0,0,8,0,0,0,0,0.014729264029438823
4,2,2,8,0,4,8,2,2,0,0,8,0,0,0,0,0.01564921803127875
2,0,0,0,0,0,0,8,4,2,2,2,2,4,8,8,0.016569172033118678
2,0,0,0,8,0,0,0,4,4,2,0,2,4,16,2,0.017489126034958603
2,0,0,0,8,0,4,0,4,0,2,0,2,8,16,2,0.01840908003679853
0,0,0,2,0,0,8,4,0,2,4,2,2,8,16,2,0.019329034038638455
0,0,0,0,2,0,8,2,0,2,4,4,2,8,16,4,0.020248988040478384
0,0,0,0,2,2,8,2,0,0,2,8,2,8,16,4,0.021168942042318308
0,0,0,0,0,4,8,2,2,0,2,8,2,8,16,4,0.022088896044158236
0,0,2,0,0,4,8,2,0,0,4,8,2,8,16,4,0.02300885004599816
2,4,2,2,0,8,8,8,0,0,4,4,0,0,16,4,0.02392880404783809
