0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1e-05
0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0.0008825916230366492
0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0.0017551832460732985
0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,2,0.002627774869109948
0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,2,0.003500366492146597
0,0,0,0,2,0,0,0,0,0,2,0,4,0,4,2,0.0043729581151832455
0,0,0,0,0,2,0,2,0,0,0,2,0,0,8,2,0.005245549738219895
0,0,0,0,0,0,0,4,0,0,0,2,2,0,8,2,0.006118141361256544
0,0,0,0,0,0,0,4,2,0,0,2,0,2,8,2,0.006990732984293193
0,0,0,0,0,0,2,0,0,0,0,4,2,2,8,4,0.007863324607329842
2,2,2,8,0,0,8,0,0,2,0,0,0,0,0,0,0.008735916230366491
4,2,8,0,8,4,0,0,2,0,0,0,0,0,0,0,0.00960850785340314
0,0,0,0,4,0,0,0,8,2,0,4,2,4,8,0,0.010481099476439791
4,2,8,4,8,4,0,0,2,0,0,0,0,0,2,0,0.01135369109947644
0,0,0,0,4,0,2,0,8,2,8,0,2,4,2,4,0.012226282722513089
0,0,0,0,4,0,2,0,8,2,8,0,2,4,2,4,0.013098874345549738
4,2,2,4,8,4,8,0,2,0,2,0,2,0,0,0,0.013971465968586387
0,0,2,0,4,0,2,0,8,2,8,0,4,4,2,4,0.014844057591623036
4,2,4,4,8,4,8,0,4,0,2,0,2,0,0,0,0.015716649214659685
0,4,2,8,0,8,4,8,2,0,4,2,0,0,0,2,0.016589240837696334
4,2,8,0,8,4,8,0,2,4,2,2,2,0,0,0,0.017461832460732983
0,4,2,8,0,8,4,8,0,2,4,4,0,0,4,2,0.018334424083769632
4,2,8,2,8,4,8,0,2,8,0,0,4,2,0,0,0.01920701570680628
4,2,8,2,0,8,4,8,2,0,2,8,0,0,4,2,0.02007960732984293
4,2,8,2,0,8,4,8,0,0,4,8,0,2,4,2,0.020952198952879583
0,0,0,4,0,2,8,2,0,8,4,16,4,2,8,2,0.02182479057591623
0,0,0,4,0,2,8,2,0,8,4,16,4,2,8,2,0.02269738219895288
0,0,0,4,0,2,8,2,0,8,4,16,4,2,8,2,0.02356997382198953
0,0,0,4,0,2,8,2,0,8,4,16,4,2,8,2,0.02444256544502618
4,2,8,4,0,8,4,2,0,2,8,16,2,0,0,2,0.025315157068062828
4,2,8,4,0,8,4,2,0,2,8,16,0,2,0,4,0.026187748691099477
4,2,8,4,2,8,4,2,0,2,8,16,0,0,2,4,0.027060340314136126
4,2,8,4,2,8,4,2,0,2,8,16,0,0,2,4,0.027932931937172775
4,2,8,4,2,8,4,2,2,8,16,0,2,4,0,2,0.028805523560209424
4,2,8,4,4,16,4,4,2,4,16,2,0,0,0,0,0.029678115183246073
8,2,8,8,2,16,4,2,0,4,16,0,2,0,0,0,0.03055070680628272
0,0,2,0,0,2,8,0,8,16,4,8,4,4,16,2,0.031423298429319374
0,0,2,0,0,2,8,0,8,16,4,8,4,4,16,2,0.03229589005235602
0,0,2,0,0,2,8,0,8,16,4,8,4,4,16,2,0.03316848167539267
0,4,0,2,0,0,2,8,8,16,4,8,0,8,16,2,0.03404107329842932
0,0,2,0,0,4,2,2,0,16,4,16,8,8,16,2,0.03491366492146597
0,0,0,2,0,4,4,2,0,16,4,16,8,8,16,2,0.03578625654450262
8,4,8,4,0,16,16,16,0,8,4,2,0,0,0,0,0.03665884816753927
0,0,0,2,0,4,8,4,0,16,16,16,8,8,4,2,0.03753143979057592
2,0,0,2,0,4,8,4,0,0,16,32,0,16,4,2,0.038404031413612566
2,4,8,2,2,16,16,4,0,0,4,32,0,0,0,2,0.039276623036649215
2,4,8,2,0,2,32,4,0,0,4,32,0,0,2,2,0.040149214659685864
2,4,8,2,0,2,32,4,0,0,4,32,0,0,2,2,0.04102180628272251
2,0,8,2,0,0,32,4,0,4,4,32,2,2,2,2,0.04189439790575917
0,2,8,2,0,2,32,4,0,0,8,32,0,0,4,4,0.04276698952879582
0,0,8,2,0,0,32,4,2,0,8,32,0,4,4,4,0.04363958115183247
0,2,8,2,0,0,32,4,0,2,8,32,0,0,4,8,0.044512172774869116
0,2,8,2,0,0,32,4,0,2,8,32,0,0,4,8,0.045384764397905765
0,0,8,2,0,0,32,4,0,2,8,32,0,4,4,8,0.046257356020942414
0,2,8,2,0,4,32,4,0,0,8,32,2,0,4,8,0.04712994764397906
2,2,8,2,2,4,32,4,0,0,8,32,0,0,4,8,0.04800253926701571
4,2,8,2,0,4,32,4,0,0,8,32,4,0,4,8,0.04887513089005236
4,2,8,2,4,32,4,0,8,32,0,0,8,8,4,0,0.04974772251308901
4,2,8,2,0,4,32,4,0,0,8,32,0,2,16,4,0.05062031413612566
4,2,8,2,4,32,4,0,8,32,2,0,2,16,4,0,0.05149290575916231
2,0,8,0,8,2,4,0,8,64,2,0,2,16,4,2,0.05236549738219896
0,2,2,8,0,8,2,4,0,8,64,2,2,16,4,2,0.053238089005235606
