0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1e-05
0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,-0.002202411504424779
2,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,-0.004414823008849558
0,0,0,0,0,0,0,0,2,0,0,0,4,4,2,0,-0.006627234513274337
2,0,0,0,0,0,0,0,0,0,0,2,0,0,8,2,-0.008839646017699116
0,2,0,0,0,0,0,0,0,0,0,0,2,0,8,4,-0.011052057522123895
2,2,8,4,0,0,0,0,0,0,0,0,4,0,0,0,-0.013264469026548674
0,0,0,0,0,0,2,0,2,0,0,0,4,2,8,4,-0.015476880530973453
0,0,0,0,0,0,0,0,2,2,2,0,4,2,8,4,-0.017689292035398232
2,0,0,0,0,0,0,0,4,2,0,0,4,2,8,4,-0.01990170353982301
0,0,0,2,0,0,0,0,0,2,4,2,4,2,8,4,-0.02211411504424779
0,0,0,2,0,0,0,0,0,2,4,2,4,2,8,4,-0.02432652654867257
0,0,0,0,0,0,2,0,0,0,4,4,4,4,8,4,-0.026538938053097347
0,0,0,0,0,2,2,0,0,0,4,0,4,4,8,8,-0.028751349557522125
2,0,0,0,0,0,2,0,0,2,4,0,4,4,8,8,-0.030963761061946905
0,0,0,0,0,0,2,0,2,2,4,2,4,4,8,8,-0.03317617256637168
0,0,0,0,0,0,2,0,2,2,4,2,4,4,8,8,-0.03538858407079646
2,2,2,2,4,4,4,8,0,0,8,0,0,2,0,0,-0.03760099557522124
2,2,2,2,4,4,4,8,0,2,8,0,0,0,2,0,-0.039813407079646014
4,4,0,0,8,4,8,0,2,8,0,0,2,0,2,0,-0.0420258185840708
0,0,0,8,0,8,4,8,2,0,2,8,0,0,0,4,-0.044238230088495575
2,8,4,16,0,0,2,8,0,0,2,4,0,0,0,0,-0.04645064159292035
2,8,4,16,0,0,2,8,0,0,2,4,0,0,0,0,-0.04866305309734514
2,8,4,16,2,8,0,0,2,4,0,0,0,0,2,0,-0.050875464601769914
0,0,0,0,0,0,0,2,2,16,4,0,4,4,2,16,-0.05308787610619469
0,0,0,0,2,0,0,2,0,2,16,4,0,8,2,16,-0.05530028761061947
2,2,16,2,0,8,2,4,0,0,0,16,2,0,0,0,-0.057512699115044245
4,16,2,0,8,2,4,2,16,0,0,0,2,0,0,0,-0.05972511061946903
4,16,2,2,8,2,4,2,16,0,0,0,2,0,0,0,-0.06193752212389381
4,16,2,4,8,2,4,0,16,0,0,0,2,2,0,0,-0.0641499336283186
4,0,0,0,8,0,0,0,16,16,2,2,2,4,4,4,-0.06636234513274337
0,0,0,4,0,0,0,8,0,0,32,4,2,2,4,8,-0.06857475663716815
2,2,32,4,0,4,4,8,0,0,0,4,0,0,0,8,-0.07078716814159293
0,0,2,4,0,0,0,8,0,2,32,4,2,4,4,8,-0.0729995796460177
0,0,2,4,0,2,0,8,0,2,32,4,0,2,8,8,-0.07521199115044248
2,4,0,0,2,8,0,0,2,32,4,0,2,16,2,0,-0.07742440265486726
2,4,0,0,2,8,0,0,2,32,4,0,2,16,2,0,-0.07963681415929204
2,4,0,0,2,8,0,0,2,32,4,0,2,16,2,0,-0.08184922566371683
2,4,0,0,2,8,0,0,2,32,4,0,2,16,2,0,-0.0840616371681416
4,4,4,0,4,8,2,0,0,32,2,0,0,16,0,0,-0.08627404867256638
0,0,4,8,0,4,8,2,0,0,32,2,2,0,0,16,-0.08848646017699116
0,0,4,8,0,4,8,2,2,0,32,2,0,0,2,16,-0.09069887168141594
2,0,4,0,0,0,8,8,0,0,32,4,2,4,2,16,-0.09291128318584072
0,0,4,0,0,2,8,8,0,0,32,4,4,4,2,16,-0.09512369469026549
4,0,0,0,2,16,0,2,32,4,0,0,8,2,16,0,-0.09733610619469028
4,0,0,2,2,16,0,0,32,4,0,0,8,2,16,2,-0.09954851769911506
0,0,4,2,0,0,2,16,0,2,32,4,8,2,16,2,-0.10176092920353984
8,4,4,2,2,0,2,16,0,0,32,4,0,0,16,2,-0.10397334070796461
2,8,8,2,0,0,4,16,0,0,32,4,0,0,16,2,-0.10618575221238939
0,2,8,2,0,0,4,16,0,0,32,4,2,8,16,2,-0.10839816371681417
2,8,2,2,4,16,0,0,32,4,0,0,2,8,16,2,-0.11061057522123895
2,8,4,0,4,16,0,0,32,4,2,0,2,8,16,2,-0.11282298672566372
2,8,2,0,4,16,4,0,32,4,2,0,2,8,16,2,-0.1150353982300885
2,8,2,0,4,16,4,0,32,4,2,0,2,8,16,2,-0.11724780973451329
2,8,2,0,4,16,4,0,32,4,2,0,2,8,16,2,-0.11946022123893807
2,8,2,0,4,16,4,0,32,4,2,0,2,8,16,2,-0.12167263274336285
2,2,8,2,0,4,16,4,0,32,4,2,2,8,16,2,-0.12388504424778762
4,2,8,0,0,4,16,2,0,32,4,4,4,8,16,4,-0.1260974557522124
0,4,2,8,0,4,16,2,0,2,32,8,4,8,16,4,-0.12830986725663718
4,8,2,8,2,2,16,2,0,8,32,8,0,0,16,4,-0.13052227876106196
4,8,2,8,4,16,2,0,8,32,8,2,16,4,0,0,-0.13273469026548673
0,8,0,0,8,16,0,4,8,32,4,8,16,4,8,2,-0.1349471017699115
2,8,0,0,0,16,0,4,16,32,4,8,16,4,8,2,-0.1371595132743363
2,8,2,0,16,4,0,0,16,32,4,8,16,4,8,2,-0.13937192477876106
2,8,2,8,32,4,4,2,16,32,8,2,0,4,0,0,-0.14158433628318584
2,8,2,8,32,4,4,4,16,32,8,0,2,4,0,0,-0.14379674778761062
2,8,2,8,32,8,4,0,16,32,8,0,2,4,2,0,-0.1460091592920354
2,16,2,8,32,32,4,0,16,4,8,4,2,0,2,0,-0.14822157079646017
2,16,2,8,64,4,0,0,16,4,8,4,4,2,0,0,-0.15043398230088495
2,16,2,8,0,0,64,4,16,4,8,4,2,0,4,2,-0.15264639380530973
2,16,2,8,0,0,64,4,16,4,8,4,4,2,4,2,-0.1548588053097345
2,16,2,8,16,4,64,8,4,2,8,2,0,0,4,2,-0.15707121681415928
0,0,2,0,2,16,64,2,16,4,8,16,4,2,4,4,-0.15928362831858406
2,16,2,2,16,4,64,16,4,2,8,4,0,0,4,2,-0.16149603982300886
2,16,2,2,16,4,64,16,4,2,8,4,0,0,4,2,-0.16370845132743364
2,16,4,2,16,4,64,16,4,2,8,4,4,2,0,0,-0.16592086283185842
0,2,0,0,2,16,4,2,16,4,64,16,8,4,8,4,-0.1681332743362832
2,0,0,2,2,16,4,2,16,4,64,16,8,4,8,4,-0.17034568584070797
0,0,0,0,4,2,4,4,16,16,64,16,8,8,8,4,-0.17255809734513275
0,0,2,0,4,2,8,0,32,64,16,0,16,8,4,0,-0.17477050884955753
2,0,0,0,4,2,8,0,32,64,16,0,16,8,4,2,-0.1769829203539823
