0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,0,1e-05
0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,0.0009068520179372198
2,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0.0018037040358744396
4,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0.0027005560538116593
0,0,0,4,0,0,2,8,0,0,0,2,0,0,0,0,0.0035974080717488793
0,0,0,4,0,0,2,8,0,0,0,2,0,0,0,0,0.004494260089686099
0,0,0,0,2,0,0,4,0,0,0,8,0,0,2,2,0.005391112107623318
0,0,0,0,0,0,2,4,0,2,0,8,0,0,0,4,0.006287964125560539
0,2,2,4,0,0,0,8,0,0,0,4,0,2,0,0,0.007184816143497758
0,0,0,0,0,0,0,4,0,0,2,8,0,4,2,4,0.008081668161434978
0,0,0,4,0,0,0,4,0,0,0,8,0,4,4,4,0.008978520179372198
0,4,4,8,0,0,0,8,0,0,0,4,0,0,2,0,0.009875372197309417
0,0,8,8,0,0,0,8,0,0,0,4,0,2,0,2,0.010772224215246637
4,2,8,16,0,0,0,4,0,0,0,2,0,0,0,0,0.011669076233183856
4,2,8,16,0,0,0,4,0,0,0,2,0,0,0,0,0.012565928251121078
0,0,0,2,0,0,0,16,0,0,0,4,4,2,8,2,0.013462780269058297
0,0,0,2,0,0,0,16,0,0,0,4,4,2,8,2,0.014359632286995517
0,0,0,2,0,0,0,16,0,0,0,4,4,2,8,2,0.015256484304932736
2,0,0,0,16,2,0,0,4,0,0,0,4,2,8,2,0.016153336322869957
0,0,0,0,2,0,0,0,16,0,0,2,8,4,8,2,0.017050188340807175
0,0,0,0,2,2,0,0,16,2,0,0,8,4,8,2,0.017947040358744396
2,4,8,2,16,4,2,0,8,0,0,0,0,0,0,0,0.018843892376681614
2,8,8,2,16,0,2,0,8,0,0,0,2,0,0,0,0.019740744394618835
2,8,8,2,16,0,2,0,8,0,0,0,2,0,0,0,0.020637596412556056
2,2,0,0,16,0,0,0,8,0,8,0,2,8,2,2,0.021534448430493274
2,2,8,2,16,8,2,0,8,0,0,2,2,0,0,0,0.022431300448430495
2,2,8,4,16,8,2,0,8,0,0,2,2,0,0,0,0.023328152466367713
0,4,8,4,0,16,8,2,0,0,8,2,0,4,0,2,0.024225004484304934
4,8,4,0,16,8,2,0,8,2,0,0,4,2,0,2,0.025121856502242156
0,4,8,4,0,16,8,2,0,0,8,2,0,2,4,4,0.026018708520179373
4,8,4,0,16,8,2,0,8,2,0,2,2,8,0,0,0.026915560538116595
4,16,4,2,16,2,2,0,8,8,2,0,2,0,0,0,0.027812412556053812
4,16,4,2,16,4,0,0,16,2,0,0,2,2,0,0,0.028709264573991033
0,0,0,0,4,16,0,4,32,4,0,0,2,4,4,2,0.029606116591928255
0,0,0,2,4,0,0,0,32,16,0,4,2,8,4,2,0.030502968609865472
0,0,0,0,4,2,0,2,32,16,0,4,2,8,4,2,0.031399820627802694
0,0,0,0,4,2,0,2,32,16,0,4,2,8,4,2,0.03229667264573992
4,2,4,2,32,16,2,4,2,8,0,2,0,0,0,0,0.033193524663677136
4,2,4,2,32,16,2,4,2,8,0,2,0,0,0,0,0.034090376681614354
4,2,4,2,32,16,2,4,2,8,0,2,0,0,0,0,0.03498722869955158
0,0,2,0,4,2,0,2,32,16,4,4,2,8,2,2,0.035884080717488796
2,0,0,4,4,4,0,0,32,16,8,0,2,8,4,0,0.036780932735426014
2,4,8,4,4,16,4,0,32,8,0,2,2,0,0,0,0.03767778475336323
2,4,8,4,4,16,4,2,32,8,0,2,2,0,0,0,0.038574636771300456
2,0,0,2,4,4,0,0,32,16,8,4,2,8,4,4,0.039471488789237674
4,0,0,0,8,2,0,0,32,16,8,4,2,8,8,0,0.04036834080717489
4,2,0,0,8,2,0,0,32,16,8,4,2,16,0,0,0.04126519282511212
0,2,4,2,0,0,8,2,32,16,8,4,0,0,2,16,0.042162044843049334
0,0,0,0,0,4,4,4,0,2,16,4,32,16,2,16,0.04305889686098655
0,0,0,2,0,0,4,8,0,2,16,4,32,16,2,16,0.04395574887892378
0,0,0,2,0,0,4,8,0,2,16,4,32,16,2,16,0.044852600896860995
0,0,0,2,0,0,4,8,0,2,16,4,32,16,2,16,0.04574945291479821
2,0,2,0,4,8,0,0,2,16,4,0,32,16,2,16,0.04664630493273543
2,8,2,16,4,32,4,0,2,0,2,2,32,0,0,0,0.047543156950672655
2,8,2,16,4,32,4,2,2,0,2,0,32,0,2,0,0.04844000896860987
2,8,2,16,4,32,4,2,4,4,0,0,32,2,0,0,0.04933686098654709
2,8,2,16,4,32,4,2,0,2,0,8,0,0,32,2,0.050233713004484315
2,0,0,16,0,8,2,2,2,32,4,8,4,2,32,2,0.05113056502242153
0,0,2,16,2,0,8,4,2,32,4,8,4,2,32,2,0.05202741704035875
2,0,2,16,0,0,8,4,4,32,4,8,4,2,32,2,0.052924269058295975
0,0,4,16,0,2,8,4,4,32,4,8,4,2,32,2,0.05382112107623319
8,2,4,16,0,32,8,4,0,2,4,8,0,2,32,2,0.05471797309417041
8,2,4,16,32,8,4,0,2,4,8,0,2,32,2,2,0.05561482511210763
8,2,4,16,0,32,8,4,0,2,4,8,2,2,32,4,0.05651167713004485
8,2,4,16,32,8,4,2,2,4,8,0,4,32,4,0,0.05740852914798207
8,2,8,16,32,8,8,2,2,4,4,0,4,32,2,0,0.05830538116591929
8,2,16,16,32,8,4,2,2,4,2,0,4,32,2,0,0.05920223318385651
8,2,0,2,32,8,16,0,2,4,4,16,4,32,4,2,0.06009908520179373
8,2,16,2,32,8,8,16,2,4,2,2,4,32,0,0,0.06099593721973095
8,2,16,2,32,16,16,0,2,4,4,2,4,32,0,0,0.06189278923766817
8,2,16,2,32,32,2,0,2,8,2,0,4,32,0,0,0.06278964125560538
8,2,16,2,2,0,64,2,0,2,8,2,0,0,4,32,0.0636864932735426
8,2,16,2,2,64,2,2,2,8,2,0,4,32,0,0,0.06458334529147983
8,2,16,4,4,64,4,0,4,8,0,0,0,32,0,4,0.06548019730941704
8,2,16,8,8,64,4,0,0,8,4,0,0,32,0,0,0.06637704932735426
0,2,0,0,0,64,0,2,0,8,16,0,16,32,8,8,0.06727390134529149
0,2,0,2,0,0,64,2,0,0,8,16,0,16,32,16,0.0681707533632287
4,0,0,0,64,2,0,0,8,16,0,0,16,32,16,2,0.06906760538116592
4,0,0,0,64,2,0,0,8,16,0,0,16,32,16,2,0.06996445739910315
4,0,0,0,64,2,0,0,8,16,0,0,16,32,16,2,0.07086130941704036
4,2,16,2,64,16,0,0,8,32,2,0,16,0,0,0,0.07175816143497758
4,0,0,2,64,2,0,0,8,16,16,0,16,32,2,2,0.07265501345291481
4,2,0,0,64,2,0,2,8,32,0,0,16,32,4,0,0.07355186547085202
4,4,4,2,64,64,0,0,8,0,2,0,16,0,0,0,0.07444871748878924
4,0,0,2,64,0,0,0,8,4,4,0,16,64,2,2,0.07534556950672645
4,0,4,0,64,0,0,0,8,4,4,0,16,64,2,4,0.07624242152466368
2,0,0,8,0,0,0,64,0,0,8,8,16,64,2,4,0.0771392735426009
0,0,2,8,0,0,0,64,0,0,2,16,16,64,2,4,0.07803612556053811
16,64,4,8,0,0,2,64,0,2,0,16,0,0,0,4,0.07893297757847534
16,64,4,8,2,64,0,0,2,16,0,0,4,0,0,2,0.07982982959641256
16,128,4,8,4,16,0,2,4,0,0,2,0,0,0,0,0.08072668161434977
16,128,4,8,4,16,2,0,4,2,0,0,0,0,2,0,0.081623533632287
0,0,2,0,0,128,0,0,16,16,4,0,8,2,4,8,0.08252038565022422
0,4,0,0,0,128,0,0,16,16,2,0,8,2,8,8,0.08341723766816143
0,0,0,4,0,0,2,128,0,0,32,2,0,8,2,16,0.08431408968609866
0,8,2,4,0,0,32,128,2,0,2,2,0,0,0,16,0.08521094170403588
2,8,2,4,0,0,32,128,0,2,2,2,0,0,0,16,0.0861077937219731
0,0,0,4,0,0,2,128,2,8,32,2,2,2,2,16,0.08700464573991032
0,0,2,4,0,0,2,128,2,8,32,2,0,2,4,16,0.08790149775784754
0,0,2,4,0,0,2,128,2,8,32,2,0,2,4,16,0.08879834977578475
2,4,0,4,2,128,0,0,2,8,32,2,2,4,16,0,0.08969520179372198
0,4,2,0,0,128,0,0,4,8,32,4,4,4,16,2,0.09059205381165919
8,4,2,4,0,128,32,2,0,8,16,0,0,4,2,0,0.09148890582959641
8,4,2,4,128,32,2,0,8,16,0,0,4,2,0,2,0.09238575784753364
8,4,2,4,128,32,2,2,8,16,0,0,4,4,0,0,0.09328260986547085
8,4,0,2,128,32,0,0,8,16,0,4,4,4,4,2,0.09417946188340807
8,4,0,0,128,32,2,2,8,16,0,4,4,4,4,2,0.0950763139013453
8,4,2,2,128,32,4,4,8,16,0,2,4,4,2,0,0.09597316591928251
8,4,4,0,128,32,8,0,8,16,2,0,8,2,0,4,0.09687001793721974
0,0,8,8,0,128,32,8,0,8,16,2,2,8,2,4,0.09776686995515696
2,128,8,16,0,16,32,2,2,0,16,4,0,0,2,0,0.09866372197309417
4,128,8,16,2,16,32,2,0,0,16,4,0,0,2,0,0.0995605739910314
4,128,8,16,2,16,32,2,0,0,16,4,0,2,0,2,0.10045742600896862
4,128,8,16,2,16,32,2,16,4,0,0,4,0,2,0,0.10135427802690583
4,128,8,16,2,16,32,2,16,4,2,2,4,0,0,0,0.10225113004484306
4,128,8,16,2,16,32,2,0,16,4,4,2,0,0,4,0.10314798206278028
0,0,0,2,0,0,8,16,4,128,32,2,4,32,4,8,0.10404483408071749
8,128,8,2,0,32,32,16,0,2,4,2,0,0,0,8,0.10494168609865472
0,2,0,2,0,128,8,16,0,32,32,2,8,2,4,8,0.10583853811659194
4,0,0,0,128,8,16,0,64,2,2,0,8,2,4,8,0.10673539013452915
4,0,0,0,128,0,16,2,64,8,2,0,8,4,4,8,0.10763224215246638
4,0,0,4,0,128,16,2,0,64,8,2,0,8,8,8,0.10852909417040359
4,128,16,4,2,64,16,4,0,8,0,8,0,0,0,0,0.10942594618834081
4,128,32,8,2,64,0,8,0,8,0,0,2,0,0,0,0.11032279820627804
4,128,32,8,2,64,8,0,8,2,0,0,2,0,0,0,0.11121965022421525
4,128,32,8,2,64,8,0,8,2,0,0,2,0,0,0,0.11211650224215247
4,128,32,8,2,64,8,0,8,2,0,0,2,0,0,0,0.1130133542600897
4,128,32,8,2,64,8,0,8,2,0,0,2,0,0,0,0.11391020627802691
4,0,2,0,2,128,0,0,8,64,32,0,2,2,8,8,0.11480705829596413
0,0,4,2,0,0,2,128,0,8,64,32,2,0,4,16,0.11570391031390136
0,0,4,2,0,0,2,128,0,8,64,32,2,2,4,16,0.11660076233183857
0,0,4,2,0,0,2,128,0,8,64,32,2,2,4,16,0.11749761434977579
2,0,4,2,0,0,2,128,0,8,64,32,0,4,4,16,0.11839446636771302
2,4,2,0,2,128,0,0,8,64,32,2,8,16,0,0,0.11929131838565023
0,4,0,0,0,128,2,0,4,64,2,0,16,16,32,2,0.12018817040358745
0,0,2,4,0,0,128,2,0,4,64,2,0,32,32,2,0.12108502242152468
2,4,0,0,128,2,0,0,4,64,2,0,64,2,0,2,0.12198187443946189
0,0,2,4,0,0,128,2,0,4,64,2,0,4,64,4,0.12287872645739911
0,0,2,4,0,0,128,2,0,4,64,2,0,4,64,4,0.12377557847533632
0,8,2,4,0,2,128,4,0,0,128,4,0,0,0,0,0.12467243049327355
