0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1e-05
4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,-0.000855060553633218
4,2,0,4,2,0,0,0,0,0,0,0,0,0,0,2,-0.001720121107266436
0,0,0,2,0,0,0,0,4,0,0,4,2,2,0,2,-0.0025851816608996538
0,0,0,0,0,0,0,2,4,4,0,4,2,2,0,2,-0.003450242214532872
4,4,0,2,2,2,2,4,0,0,0,2,0,0,0,0,-0.004315302768166091
8,2,0,0,4,2,4,0,2,0,2,0,0,0,0,0,-0.005180363321799308
0,0,0,0,8,0,0,0,4,2,4,0,2,4,2,0,-0.006045423875432526
0,0,0,0,8,0,0,0,4,2,4,0,2,4,2,0,-0.0069104844290657445
0,0,0,0,8,0,0,0,4,2,4,0,2,4,2,0,-0.007775544982698963
0,0,0,0,8,0,0,0,4,2,4,0,2,4,2,0,-0.008640605536332181
8,2,4,0,4,4,2,0,2,2,0,0,0,0,0,0,-0.0095056660899654
0,0,0,0,8,2,0,0,4,4,4,0,2,2,2,2,-0.010370726643598616
0,0,0,0,0,0,8,2,0,0,4,8,0,2,4,4,-0.011235787197231834
0,4,0,0,0,0,0,2,0,0,8,8,0,2,8,4,-0.012100847750865052
0,4,16,2,0,2,0,8,0,0,0,4,0,0,2,0,-0.01296590830449827
0,0,2,0,0,0,0,2,0,4,16,8,0,2,2,4,-0.013830968858131489
0,0,0,2,0,0,0,2,0,4,16,8,2,0,4,4,-0.014696029411764707
0,0,0,2,0,0,0,4,0,0,16,8,2,4,4,4,-0.015561089965397925
2,4,16,2,0,0,4,4,0,0,0,8,2,0,0,4,-0.01642615051903114
2,4,16,2,0,0,0,8,0,0,2,8,0,0,2,4,-0.01729121107266436
0,0,0,0,0,0,0,2,0,2,16,16,2,4,4,4,-0.018156271626297578
2,2,16,2,0,4,4,16,0,0,0,4,0,0,0,2,-0.019021332179930798
0,0,0,2,0,2,0,16,0,2,16,4,2,4,4,2,-0.019886392733564014
2,2,0,0,2,16,0,0,2,16,4,0,2,8,2,0,-0.02075145328719723
