0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,1e-05
4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0008887258347978911
0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0.0017674516695957822
0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0.0026461775043936735
2,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,0.0035249033391915644
2,0,0,2,0,0,0,0,0,0,0,0,0,8,2,4,0.004403629173989455
0,0,0,0,0,0,0,0,4,0,0,2,2,8,2,4,0.005282355008787347
0,0,0,0,0,0,0,0,4,0,0,2,2,8,2,4,0.0061610808435852375
0,0,0,0,0,0,2,0,4,2,0,0,2,8,2,4,0.007039806678383128
0,0,0,0,0,0,2,2,0,0,4,2,2,8,2,4,0.00791853251318102
2,0,0,0,0,0,2,0,0,0,4,4,2,8,2,4,0.00879725834797891
4,8,2,8,2,0,4,0,0,0,2,0,0,0,0,0,0.009675984182776801
4,8,2,8,0,0,2,4,2,0,0,2,0,0,0,0,0.010554710017574694
4,8,4,8,2,0,0,4,0,0,0,2,0,2,0,0,0.011433435852372584
4,8,4,8,2,4,2,0,2,0,0,0,2,0,0,0,0.012312161687170475
2,0,0,0,4,0,0,0,2,8,4,0,4,4,2,8,0.013190887521968366
2,0,0,0,4,0,0,2,2,8,4,0,8,2,8,0,0.014069613356766257
2,0,0,0,4,2,0,0,2,8,4,2,8,2,8,0,0.014948339191564148
0,0,0,2,2,0,4,2,2,8,4,2,0,8,2,8,0.01582706502636204
0,0,2,0,0,0,0,2,0,0,8,4,4,16,2,8,0.01670579086115993
2,0,0,0,2,0,0,2,8,4,0,0,4,16,2,8,0.01758451669595782
4,4,2,2,8,16,0,8,4,0,0,0,2,0,0,0,0.01846324253075571
4,4,2,2,8,16,0,8,4,0,0,0,2,0,0,0,0.019341968365553602
4,0,0,2,8,0,0,0,4,4,0,2,2,16,2,8,0.020220694200351493
0,0,4,2,2,0,0,8,0,0,8,2,2,16,2,8,0.021099420035149388
2,0,4,2,0,0,2,8,0,0,8,2,2,16,2,8,0.02197814586994728
2,2,4,2,0,0,2,8,0,0,8,2,2,16,2,8,0.02285687170474517
2,4,4,2,0,0,2,8,0,0,8,2,2,16,2,8,0.02373559753954306
2,8,2,0,2,8,0,0,8,2,0,2,2,16,2,8,0.02461432337434095
0,0,0,0,4,16,0,2,8,2,0,2,2,16,4,8,0.025493049209138842
0,0,0,0,4,16,2,0,8,4,2,0,2,16,4,8,0.026371775043936733
4,16,4,8,8,4,4,0,2,16,0,0,0,0,0,2,0.027250500878734624
4,16,8,8,8,4,0,2,2,16,0,0,2,0,0,0,0.028129226713532515
2,0,0,0,4,16,0,0,8,4,0,8,4,16,8,2,0.029007952548330405
