0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1e-05
2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,-0.0008991
2,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,-0.0018082
2,0,0,2,0,0,0,0,2,4,2,0,0,0,0,0,-0.0027173
0,0,0,0,0,2,0,0,0,0,0,0,4,4,2,2,-0.0036264
0,0,2,0,0,0,0,0,0,2,0,0,4,4,2,2,-0.0045355000000000005
2,0,0,0,2,0,0,0,2,0,0,0,8,4,0,0,-0.005444600000000001
2,0,0,0,2,0,0,0,2,0,0,0,8,4,0,0,-0.0063537
2,0,0,0,2,0,0,0,2,0,0,0,8,4,0,0,-0.007262800000000001
4,4,0,0,2,0,0,0,8,0,0,0,0,0,2,0,-0.008171900000000001
0,0,0,2,4,0,0,0,2,0,0,0,8,4,2,0,-0.009081
4,4,2,2,2,0,2,0,8,0,0,0,0,0,0,0,-0.0099901
4,4,4,2,2,0,0,0,8,0,0,0,0,0,4,0,-0.010899200000000001
0,4,8,2,0,0,2,2,0,0,0,8,0,0,0,4,-0.0118083
0,4,8,2,0,0,2,4,0,0,0,8,0,0,0,4,-0.0127174
0,4,8,2,0,0,2,4,0,0,0,8,0,0,0,4,-0.013626500000000001
4,8,2,0,2,4,0,0,8,0,0,0,4,2,0,0,-0.014535600000000001
4,8,2,0,2,4,0,0,8,2,2,0,4,0,0,0,-0.0154447
4,8,4,0,2,4,2,0,8,2,0,0,4,0,0,0,-0.0163538
4,8,4,0,2,4,2,0,8,2,0,0,4,0,0,0,-0.0172629
0,4,8,4,0,2,4,2,0,0,8,2,0,0,2,4,-0.018172
0,4,8,4,0,2,4,2,0,0,8,2,0,0,2,4,-0.0190811
4,8,4,0,2,4,2,2,8,2,0,0,2,4,0,0,-0.0199902
4,8,0,0,2,4,0,2,8,2,4,0,2,4,2,2,-0.020899300000000003
0,2,4,8,0,2,4,2,0,8,2,4,0,2,4,4,-0.021808400000000002
0,4,8,8,0,8,2,2,0,2,4,8,2,0,0,0,-0.0227175
4,16,0,0,8,4,2,0,2,4,8,0,2,0,0,0,-0.0236266
4,16,0,0,8,4,2,0,2,4,8,0,2,0,0,0,-0.0245357
4,16,2,2,8,8,8,0,4,0,0,0,0,0,0,0,-0.0254448
4,16,4,0,16,8,0,0,4,0,0,0,0,0,0,2,-0.026353900000000003
0,0,0,0,4,0,0,0,16,16,2,0,4,8,4,2,-0.027263000000000003
