0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1e-05
0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0.0008825916230366492
0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,2,0.0017551832460732985
0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,4,0.002627774869109948
0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0.003500366492146597
2,0,0,0,0,0,0,0,0,0,0,2,8,4,0,0,0.0043729581151832455
2,0,0,0,0,0,0,0,2,0,0,2,8,4,0,0,0.005245549738219895
2,0,0,0,0,4,0,0,4,0,0,0,8,4,0,0,0.006118141361256544
0,0,0,2,2,0,0,4,0,0,0,4,0,0,8,4,0.006990732984293193
2,0,0,0,2,4,0,0,4,2,0,0,8,4,0,0,0.007863324607329842
4,4,0,0,4,2,0,0,8,4,0,2,0,0,0,0,0.008735916230366491
8,4,0,2,8,2,0,0,0,4,0,0,0,0,2,0,0.00960850785340314
0,8,4,2,0,0,8,2,0,2,0,4,0,0,0,2,0.010481099476439791
4,8,4,4,0,2,8,4,0,0,0,2,0,0,0,0,0.01135369109947644
0,4,8,8,0,2,8,4,0,0,0,2,2,0,0,0,0.012226282722513089
0,0,0,0,0,0,0,8,0,4,4,4,2,2,16,2,0.013098874345549738
2,4,4,8,0,2,16,4,0,2,0,2,0,0,0,0,0.013971465968586387
0,0,0,0,2,0,0,8,0,4,4,4,2,4,16,2,0.014844057591623036
0,0,0,0,0,2,0,8,0,0,4,4,4,8,16,2,0.015716649214659685
2,0,0,0,2,8,0,0,8,0,0,0,4,8,16,2,0.016589240837696334
0,0,2,0,4,0,0,0,8,0,0,0,4,16,16,2,0.017461832460732983
2,0,0,0,4,0,0,0,8,0,2,0,4,16,16,2,0.018334424083769632
2,0,2,0,4,0,0,0,8,2,0,0,4,32,2,0,0.01920701570680628
2,0,0,0,4,0,0,0,8,2,2,0,4,32,4,0,0.02007960732984293
0,0,0,2,0,0,0,4,0,0,8,4,4,4,32,4,0.020952198952879583
0,2,0,2,0,0,0,4,0,0,8,4,0,8,32,4,0.02182479057591623
4,0,0,2,4,0,0,0,8,4,0,0,8,32,4,0,0.02269738219895288
4,2,0,2,4,0,0,0,8,4,0,0,8,32,4,0,0.02356997382198953
0,0,0,2,0,2,0,0,8,4,0,0,16,32,4,2,0.02444256544502618
8,2,4,4,16,4,0,0,0,32,0,0,0,0,2,0,0.025315157068062828
8,2,4,4,16,4,2,0,0,32,4,0,0,0,0,0,0.026187748691099477
8,2,4,4,16,4,2,0,0,32,4,0,0,0,0,0,0.027060340314136126
8,2,8,0,16,4,2,0,32,4,0,0,0,0,0,2,0.027932931937172775
8,2,8,2,16,4,2,0,32,4,0,0,2,0,0,0,0.028805523560209424
8,2,0,0,16,0,0,0,32,2,8,0,2,8,2,2,0.029678115183246073
8,0,0,2,16,0,0,0,32,4,8,0,2,8,2,2,0.03055070680628272
8,0,0,2,16,0,0,0,32,4,8,0,2,8,2,4,0.031423298429319374
8,0,0,4,16,0,0,0,32,4,8,2,2,8,2,4,0.03229589005235602
0,2,8,4,0,0,0,16,32,4,8,2,2,8,2,4,0.03316848167539267
0,2,8,4,0,0,0,16,32,4,8,2,2,8,2,4,0.03404107329842932
0,2,8,4,0,0,0,16,32,4,8,2,2,8,2,4,0.03491366492146597
2,8,4,0,16,0,0,2,32,4,8,2,2,8,2,4,0.03578625654450262
2,8,4,4,16,4,8,4,32,8,2,2,2,0,0,0,0.03665884816753927
2,8,8,0,16,4,8,4,32,8,4,2,2,0,0,0,0.03753143979057592
2,16,2,0,16,4,8,4,32,8,4,2,2,0,0,0,0.038404031413612566
2,0,2,0,16,16,2,0,32,4,8,4,2,8,4,2,0.039276623036649215
2,0,0,0,16,16,4,2,32,4,8,4,2,8,4,2,0.040149214659685864
0,0,2,2,0,32,4,2,32,4,8,4,2,8,4,2,0.04102180628272251
32,32,2,4,2,4,4,4,0,8,8,2,0,0,4,2,0.04189439790575917
64,2,4,0,2,8,4,0,16,2,2,0,4,2,0,0,0.04276698952879582
0,64,2,4,2,2,8,4,0,0,16,4,0,0,4,2,0.04363958115183247
2,64,2,8,2,2,8,4,0,0,16,2,0,0,4,0,0.044512172774869116
2,64,2,8,4,8,4,0,16,2,0,0,4,0,2,0,0.045384764397905765
2,64,2,8,4,8,4,0,16,2,2,0,4,0,2,0,0.046257356020942414
2,64,2,8,0,4,8,4,0,2,16,4,0,0,4,2,0.04712994764397906
2,64,2,8,0,4,8,4,0,2,16,4,0,0,4,2,0.04800253926701571
2,64,2,8,0,4,8,4,0,2,16,4,0,0,4,2,0.04887513089005236
