0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
0,0,0,2,4,0,0,2,0,0,0,0,0,0,0,0,1e-05
2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,-0.0009108195211786372
0,2,0,2,0,0,4,2,0,0,0,0,0,0,0,4,-0.0018316390423572745
2,0,0,0,0,0,0,0,0,0,0,4,0,2,4,4,-0.0027524585635359117
0,2,0,2,0,0,0,0,0,0,0,4,0,0,2,8,-0.003673278084714549
0,2,2,2,0,0,0,4,2,0,0,8,0,0,0,0,-0.004594097605893186
0,0,2,4,0,0,0,4,0,0,2,8,2,0,0,0,-0.005514917127071824
2,0,4,8,0,2,0,8,0,0,0,0,0,0,0,0,-0.006435736648250461
0,2,4,8,0,0,2,8,2,0,0,0,0,0,0,0,-0.0073565561694290986
2,2,4,16,2,0,2,0,0,0,0,0,0,0,0,0,-0.008277375690607736
0,4,4,16,0,0,0,4,0,0,0,0,0,2,0,0,-0.009198195211786372
0,0,8,16,0,0,0,4,0,0,0,0,2,0,0,2,-0.01011901473296501
0,0,8,16,0,0,0,4,0,4,0,0,0,0,0,4,-0.011039834254143647
0,0,0,0,0,0,0,0,2,0,0,16,0,4,8,8,-0.011960653775322285
0,0,0,0,0,0,2,0,0,0,0,16,2,4,8,8,-0.012881473296500922
0,2,0,0,2,0,0,0,16,0,0,0,2,4,16,0,-0.01380229281767956
2,0,0,0,2,0,2,0,16,0,0,0,2,4,16,0,-0.014723112338858197
4,4,2,0,16,0,16,0,2,0,0,0,0,2,0,0,-0.015643931860036833
0,0,8,2,0,0,0,32,0,0,2,2,0,0,0,2,-0.01656475138121547
0,0,0,0,0,0,0,2,0,0,8,32,0,2,2,4,-0.01748557090239411
0,2,8,2,0,0,2,32,0,0,0,4,0,2,0,0,-0.018406390423572744
2,8,2,0,2,32,0,0,4,0,2,0,2,0,0,0,-0.019327209944751383
2,0,0,0,4,0,0,0,4,8,0,0,2,32,4,0,-0.02024802946593002
0,0,0,2,0,2,0,4,0,0,4,8,0,2,32,4,-0.02116884898710866
0,4,4,2,0,0,32,4,0,0,0,8,2,0,0,4,-0.022089668508287294
2,4,4,2,0,0,32,4,4,0,0,8,0,0,0,4,-0.023010488029465932
2,4,4,2,4,0,32,4,0,0,0,8,0,2,0,4,-0.02393130755064457
2,4,4,2,4,2,32,4,2,0,0,8,0,0,0,4,-0.024852127071823205
0,2,8,2,4,2,32,4,0,0,2,8,2,0,0,4,-0.025772946593001844
4,4,8,2,2,0,32,4,0,0,2,8,2,0,0,4,-0.026693766114180482
2,8,8,2,0,2,32,4,0,0,2,8,0,0,2,4,-0.02761458563535912
2,16,2,0,2,32,4,2,2,8,0,0,2,4,0,0,-0.028535405156537755
0,16,2,0,0,32,0,0,4,8,2,0,4,4,4,2,-0.029456224677716393
16,2,2,0,32,0,0,0,4,8,2,0,8,4,2,0,-0.03037704419889503
0,2,16,4,0,0,0,32,0,4,8,2,0,8,4,2,-0.03129786372007366
0,0,0,0,0,2,16,4,0,4,8,32,2,8,4,4,-0.0322186832412523
0,0,0,0,0,2,16,4,0,4,8,32,2,2,8,8,-0.03313950276243094
2,2,16,4,0,4,16,32,0,2,0,8,0,4,0,0,-0.03406032228360958
2,2,32,4,0,4,0,32,0,2,0,8,0,4,0,2,-0.034981141804788216
2,2,32,4,0,4,0,32,0,2,0,8,0,4,0,2,-0.035901961325966854
0,4,32,4,2,0,4,32,0,0,2,8,0,0,4,2,-0.036822780847145485
4,32,4,0,2,4,32,0,2,8,0,0,4,2,0,2,-0.03774360036832412
2,4,32,4,0,2,4,32,0,0,2,8,0,0,4,4,-0.03866441988950276
2,4,32,4,0,2,4,32,0,0,2,8,0,0,4,4,-0.0395852394106814
0,0,32,4,2,0,4,32,0,4,2,8,2,2,4,4,-0.04050605893186004
32,4,0,2,2,4,32,0,4,2,8,0,4,8,0,0,-0.041426878453038676
0,32,4,2,0,2,4,32,2,4,2,8,0,0,4,8,-0.042347697974217315
32,4,2,0,2,4,32,2,2,4,2,8,4,8,0,0,-0.043268517495395946
2,32,4,2,2,4,32,2,2,4,2,8,0,0,4,8,-0.044189337016574584
4,32,4,4,2,8,32,16,0,0,2,0,0,2,4,0,-0.04511015653775322
2,4,32,8,2,8,32,16,0,0,0,2,0,0,2,4,-0.04603097605893186
2,4,32,8,2,8,32,16,2,0,2,0,2,4,0,0,-0.0469517955801105
2,4,32,8,2,8,32,16,0,0,0,4,0,4,2,4,-0.04787261510128914
4,4,64,8,0,8,2,16,2,4,0,8,0,0,0,0,-0.048793434622467775
4,4,64,8,2,8,2,16,0,4,2,8,0,0,0,0,-0.04971425414364641
0,0,0,0,4,4,0,8,4,8,64,16,2,4,4,8,-0.050635073664825045
0,0,0,0,0,0,8,8,4,8,64,16,2,2,8,8,-0.05155589318600368
0,0,0,0,16,0,4,0,4,8,64,16,4,16,0,0,-0.05247671270718232
2,0,0,0,16,4,0,0,4,8,64,16,4,16,0,0,-0.05339753222836096
0,0,0,2,0,2,16,4,4,8,64,16,0,0,4,16,-0.0543183517495396
