0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,probas
0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1e-05
0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,-0.0010198764160659114
0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,4,-0.002049752832131823
0,0,2,8,0,0,0,0,0,0,0,0,0,2,0,0,-0.003079629248197734
0,0,2,8,0,0,0,0,0,0,0,0,0,0,2,2,-0.004109505664263646
0,0,2,8,0,0,0,0,0,0,0,0,0,4,0,4,-0.005139382080329558
0,4,2,8,0,0,0,4,0,2,0,0,0,0,0,0,-0.0061692584963954685
0,4,2,8,0,2,0,4,0,0,0,2,0,0,0,0,-0.00719913491246138
0,4,2,8,0,2,0,4,0,0,0,2,0,0,0,0,-0.008229011328527292
0,4,2,8,0,2,0,4,0,0,0,2,0,0,0,0,-0.009258887744593203
0,0,2,0,0,0,0,8,0,4,0,4,0,2,2,2,-0.010288764160659115
0,0,0,0,0,0,0,8,2,4,0,4,0,2,4,2,-0.011318640576725027
0,2,0,0,0,0,0,8,0,4,0,4,2,2,4,2,-0.012348516992790937
2,0,0,0,8,0,0,0,8,0,0,2,4,4,2,0,-0.013378393408856848
2,0,0,2,0,0,0,8,0,0,8,2,0,0,8,2,-0.01440826982492276
2,0,16,2,0,0,0,8,0,0,2,4,0,0,0,0,-0.015438146240988672
2,0,16,2,2,0,2,8,0,0,0,4,0,0,0,0,-0.016468022657054583
4,0,16,2,0,0,2,8,0,2,0,4,0,0,0,0,-0.017497899073120493
4,16,2,0,2,8,0,0,2,4,0,0,0,0,0,2,-0.018527775489186406
4,16,2,0,2,8,0,0,2,4,0,0,2,0,0,2,-0.019557651905252316
4,16,2,2,4,8,0,0,2,4,0,2,0,0,0,0,-0.02058752832131823
8,16,2,4,2,8,0,0,0,4,2,0,0,0,0,0,-0.02161740473738414
0,0,0,0,0,16,2,0,8,8,0,0,2,4,4,4,-0.022647281153450053
0,0,0,0,0,0,16,2,0,0,2,16,0,2,4,8,-0.023677157569515963
0,0,0,0,0,0,16,2,0,0,2,16,0,2,4,8,-0.024707033985581873
0,2,16,2,0,0,2,16,0,0,4,8,0,0,0,2,-0.025736910401647786
0,2,16,2,0,0,2,16,0,0,4,8,0,0,0,2,-0.026766786817713696
0,2,16,2,0,0,2,16,0,0,4,8,0,0,0,2,-0.02779666323377961
2,16,2,0,2,16,0,0,4,8,2,0,2,0,0,0,-0.02882653964984552
2,16,2,0,2,16,0,0,4,8,2,0,2,0,0,0,-0.029856416065911433
2,16,2,0,2,16,0,0,4,8,2,0,2,0,0,0,-0.030886292481977343
0,0,0,0,4,2,0,0,4,32,0,0,2,8,4,0,-0.03191616889804325
