0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,4
0,0,0,0,2,0,0,0,2,0,0,0,4,0,2,0,4
0,0,0,0,0,0,0,0,4,2,0,0,4,0,2,0,8
8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,16
0,0,8,4,0,0,0,0,0,0,2,0,0,0,0,2,20
0,0,0,0,0,0,0,0,0,0,8,4,0,2,2,2,20
0,0,0,0,0,0,0,0,0,0,8,4,0,2,2,2,20
0,2,8,4,0,0,2,2,0,0,0,0,0,0,2,0,20
0,2,8,4,0,0,4,2,2,0,0,0,0,0,0,0,24
2,8,4,0,4,2,0,0,2,0,0,0,0,0,2,0,24
2,8,4,0,4,2,0,0,2,0,0,2,2,0,0,0,24
0,2,8,4,0,0,4,2,0,0,0,4,0,4,0,2,28
2,0,0,4,0,0,0,2,0,2,8,4,0,4,4,2,28
0,0,2,4,0,0,0,2,0,2,8,4,0,2,8,2,36
2,0,0,4,0,0,0,2,0,0,2,4,0,4,16,2,56
2,4,0,0,2,0,0,0,2,4,0,0,4,16,2,4,56
4,8,2,4,2,16,0,0,4,0,0,2,0,0,0,0,68
4,8,2,4,0,0,2,16,0,0,4,2,2,0,0,0,68
4,8,4,4,2,0,4,16,0,0,2,2,0,0,0,0,72
0,4,8,8,0,2,4,16,0,0,0,4,2,0,0,0,84
0,0,0,0,0,0,2,8,0,4,8,16,2,2,4,4,84
4,0,0,0,2,8,0,0,4,8,16,0,4,8,0,0,96
0,0,0,4,0,2,2,8,0,4,8,16,0,0,4,8,96
0,0,0,4,0,0,2,8,4,2,8,16,0,4,4,8,96
0,0,0,4,0,0,2,8,2,2,8,16,4,4,4,8,96
0,2,0,4,0,0,2,8,0,4,8,16,0,4,8,8,108
2,4,2,0,2,8,0,0,4,8,16,0,4,16,0,0,124
0,2,4,2,0,2,2,8,0,4,8,16,0,0,4,16,124
0,0,4,0,0,2,2,2,0,4,8,8,0,4,4,32,160
0,0,4,0,0,2,2,2,0,2,8,8,0,8,4,32,168
4,0,0,0,4,2,0,2,2,16,0,0,8,4,32,0,188
0,0,0,4,0,0,4,4,0,2,2,16,0,8,4,32,192
0,0,0,4,0,0,0,8,0,2,4,16,0,8,4,32,204
0,2,8,4,2,8,0,8,0,0,0,16,0,0,0,32,212
0,0,4,4,0,0,0,8,0,2,0,16,2,8,8,32,212
0,4,0,4,0,0,0,8,0,2,4,16,2,8,8,32,212
8,0,0,0,8,0,0,2,2,4,16,0,2,16,32,0,236
0,0,2,8,0,0,8,2,0,2,4,16,0,2,16,32,236
2,8,2,0,8,2,0,0,2,4,16,0,2,16,32,0,236
2,8,2,0,8,2,0,0,2,4,16,0,2,16,32,0,236
2,8,2,0,8,2,0,0,2,4,16,0,2,16,32,0,236
2,8,2,0,8,2,0,0,2,4,16,0,2,16,32,0,236
0,2,8,2,0,0,8,2,0,2,4,16,2,2,16,32,236
0,2,8,2,0,0,8,2,2,2,4,16,0,4,16,32,240
2,2,8,2,0,0,8,2,0,4,4,16,0,4,16,32,244
4,8,2,0,8,2,2,0,8,16,0,0,4,16,32,0,256
4,8,2,0,8,4,0,0,8,16,2,0,4,16,32,0,260
0,4,8,2,0,2,8,4,0,8,16,2,0,4,16,32,260
0,4,8,2,0,2,8,4,0,8,16,2,0,4,16,32,260
0,4,8,2,0,2,8,4,0,8,16,2,0,4,16,32,260
2,4,16,2,0,2,32,4,0,8,0,2,0,4,0,32,308
0,4,0,2,0,2,0,4,2,8,16,2,2,4,32,32,308
2,4,0,2,0,2,0,4,0,8,16,2,4,4,32,32,312
2,4,2,0,2,4,0,2,8,16,2,0,8,64,0,0,384
2,0,0,0,0,8,0,0,4,16,0,0,16,64,4,2,416
0,2,0,0,2,8,0,0,4,16,0,0,16,64,4,2,416
0,2,0,0,2,8,0,0,4,16,0,0,16,64,4,2,416
2,2,4,2,4,8,0,2,16,16,0,0,0,64,0,0,416
0,4,4,2,0,4,8,2,0,0,2,32,0,0,0,64,452
0,8,4,4,0,0,8,32,0,0,2,64,2,0,0,0,464
0,0,8,8,0,0,8,32,0,0,2,64,0,0,2,2,472
16,0,2,0,8,32,0,0,2,64,0,0,4,0,0,0,492
0,2,16,2,0,0,8,32,0,0,2,64,0,0,0,4,492
2,16,2,4,8,32,0,0,2,64,0,0,4,0,0,0,492
