0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,4
0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,0,8
0,4,0,8,0,0,0,2,0,0,0,0,0,0,0,0,16
0,4,0,8,0,0,0,2,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,2,16
0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,2,16
0,0,0,2,0,0,0,0,8,0,0,0,4,4,0,0,20
8,4,0,2,4,2,0,0,0,0,0,0,0,0,0,0,20
8,4,2,0,4,2,0,0,0,0,2,0,0,0,0,0,20
0,0,0,0,0,0,0,0,8,4,0,4,4,2,4,0,24
8,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0,24
8,4,8,4,4,2,0,2,0,0,0,0,0,0,0,0,32
8,4,8,4,4,2,0,2,0,0,0,0,0,0,0,0,32
0,0,0,0,0,0,0,0,8,4,2,4,4,2,8,2,32
0,0,0,0,0,0,0,0,8,4,2,4,4,2,8,2,32
0,0,0,0,0,0,0,0,8,4,2,4,4,2,8,2,32
0,0,0,0,0,0,0,0,8,4,2,4,4,2,8,2,32
8,4,2,4,4,2,8,2,0,0,0,0,0,0,0,2,32
8,4,2,4,4,2,8,2,0,0,0,0,0,0,0,2,32
8,4,2,4,4,2,8,2,0,0,0,2,2,0,0,0,32
0,0,0,2,8,0,0,0,4,4,2,4,2,2,8,4,36
2,0,0,4,8,0,0,0,8,2,4,0,4,8,4,0,48
2,4,0,0,8,0,0,0,8,2,4,0,4,8,4,2,48
0,0,2,4,0,0,2,8,0,8,2,4,4,8,4,2,48
4,16,4,4,0,0,2,8,0,0,4,4,0,2,0,2,68
4,16,4,4,0,2,2,8,2,0,4,4,0,0,0,2,68
4,16,4,4,2,2,2,8,0,0,4,4,0,2,0,2,68
4,16,8,0,4,2,8,0,8,0,2,0,4,0,0,0,92
2,4,16,8,0,4,2,8,0,0,8,2,0,0,0,4,92
0,0,2,0,0,0,16,16,0,0,2,2,2,8,8,4,116
2,0,2,0,32,0,0,0,4,0,0,0,2,16,4,0,168
0,0,0,4,2,0,0,32,0,0,0,4,0,2,16,4,172
2,2,16,4,0,0,2,32,0,0,0,8,0,0,0,0,180
0,0,0,0,0,0,0,4,0,2,16,32,2,2,2,8,180
0,0,0,0,4,0,0,0,2,16,32,4,4,2,8,0,184
4,16,32,4,2,2,8,0,4,0,0,0,0,2,0,0,184
4,16,32,4,4,8,0,0,4,0,0,2,2,0,0,0,188
8,16,32,4,4,8,0,2,2,2,0,0,0,0,0,0,196
8,16,32,4,4,8,0,2,2,2,0,0,0,0,0,0,196
8,16,32,4,4,8,0,2,2,2,0,0,0,0,0,0,196
8,16,32,4,4,8,0,2,2,2,0,0,0,0,0,0,196
8,16,32,4,4,8,2,0,4,0,4,0,0,0,0,0,200
8,16,32,4,8,8,2,0,0,0,4,0,0,2,0,0,208
16,16,32,4,0,8,2,0,0,2,4,0,2,0,0,0,224
32,32,4,0,8,2,0,0,2,4,0,0,2,0,2,0,256
32,32,4,0,8,2,2,0,4,4,0,2,0,0,0,0,260
64,4,0,0,8,4,0,0,8,2,0,0,0,0,0,2,336
64,4,0,0,8,4,2,0,8,2,0,0,2,0,0,0,336
64,8,2,0,16,2,2,0,2,0,0,0,0,0,0,0,360
64,8,4,0,16,2,0,0,2,0,0,0,2,0,0,0,364
64,8,4,0,16,2,0,0,4,0,0,0,0,2,0,0,368
64,8,4,0,16,4,0,0,4,0,0,0,0,0,2,0,372
64,8,4,0,16,4,0,2,4,0,0,0,2,0,0,0,372
64,8,4,2,16,4,0,0,4,0,0,2,2,0,0,0,372
64,8,4,2,16,4,2,0,4,2,0,0,2,0,0,0,372
64,8,4,2,0,16,4,2,0,2,4,2,0,0,0,2,372
64,8,4,2,16,4,2,0,2,4,2,0,2,0,0,2,372
64,8,4,2,16,4,2,0,2,4,2,0,4,2,0,0,376
64,8,4,2,2,16,4,2,0,2,4,2,0,0,4,2,376
64,8,4,2,2,16,4,2,0,2,4,2,0,0,4,2,376
64,8,8,4,2,16,8,4,0,2,0,0,0,0,0,2,400
