0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4
0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,4
2,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,4
0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,4,4
0,0,0,0,0,0,0,0,0,0,2,4,0,2,2,4,8
0,0,0,0,0,0,0,0,2,4,0,2,4,4,0,0,12
2,8,0,2,4,0,0,0,0,0,2,0,0,0,0,0,20
0,0,2,0,0,0,0,0,2,0,0,0,4,8,2,2,20
2,2,0,0,0,0,0,0,2,0,0,0,4,8,4,0,24
4,0,0,0,0,0,0,0,2,0,0,0,4,8,4,2,28
0,2,0,4,0,0,0,0,0,0,0,2,4,8,4,2,28
4,2,4,4,0,8,0,4,0,0,4,0,0,0,0,0,32
0,0,0,0,0,0,4,0,0,2,0,0,4,8,8,8,48
0,0,0,0,4,2,0,0,2,0,0,0,4,16,8,0,64
4,2,8,0,2,16,0,0,4,2,0,0,0,0,0,0,64
0,0,0,0,4,2,0,2,2,16,0,0,4,2,8,0,64
4,2,8,2,2,16,0,0,4,2,0,0,0,0,0,4,64
4,2,8,2,0,0,2,16,0,0,4,2,2,0,0,4,64
4,2,8,2,2,0,2,16,0,0,4,2,0,2,0,4,64
4,2,8,2,4,16,0,0,4,2,0,2,2,4,0,0,68
4,2,8,2,0,0,4,16,0,2,4,4,0,0,2,4,72
4,4,8,2,0,0,8,16,0,0,2,8,0,0,0,2,92
0,8,8,2,0,0,8,16,0,0,2,8,0,0,2,2,100
16,2,0,0,8,16,0,0,2,8,0,0,4,2,0,0,120
16,2,0,0,8,16,0,0,2,8,0,0,4,2,0,0,120
16,2,0,0,8,16,0,0,2,8,0,0,4,2,0,0,120
16,2,0,0,8,16,0,0,2,8,0,0,4,2,0,0,120
16,2,0,0,8,16,0,0,2,8,0,0,4,2,0,0,120
0,0,16,2,2,0,8,16,0,0,2,8,0,0,4,2,120
0,0,16,2,0,0,8,16,2,0,2,8,2,0,4,2,120
4,0,16,2,0,2,8,16,0,0,2,8,0,0,4,2,124
4,2,16,2,2,0,8,16,0,0,2,8,0,0,4,2,124
4,2,16,2,2,0,8,16,0,0,2,8,0,0,4,2,124
