0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0
2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4
0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,4,4
0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,4,8
2,2,0,8,0,2,0,0,0,0,0,0,0,0,0,0,16
4,8,0,0,2,0,2,0,0,0,0,0,0,0,0,0,20
0,0,0,0,2,0,0,0,4,0,0,0,2,8,2,0,20
2,8,2,0,4,0,0,0,2,0,0,0,2,0,0,0,20
2,2,8,2,0,0,0,4,0,0,0,2,0,0,0,2,20
0,0,0,2,0,0,0,2,0,0,0,4,2,2,8,4,24
0,0,0,0,0,0,0,0,0,0,2,4,2,2,8,8,36
0,0,0,0,0,0,0,0,0,0,2,4,2,2,8,8,36
0,0,0,0,0,0,0,0,0,0,2,4,2,2,8,8,36
0,0,0,0,0,0,0,0,0,0,2,4,2,2,8,8,36
4,0,0,0,0,0,0,0,2,4,0,0,4,16,0,0,56
0,0,0,4,0,0,0,0,0,0,2,4,2,0,4,16,56
2,0,0,4,0,0,0,0,0,0,2,4,0,2,4,16,56
2,4,0,0,2,0,0,0,2,4,0,0,2,4,16,0,56
4,8,16,0,4,4,0,0,2,0,0,0,0,0,0,0,72
4,8,16,2,8,0,0,0,2,0,0,0,0,0,0,0,80
4,8,16,2,0,0,0,8,0,0,2,2,0,0,0,0,80
4,8,16,2,8,0,0,0,4,2,0,0,0,0,0,0,84
4,8,16,2,8,0,0,0,4,2,0,0,0,0,0,0,84
4,8,16,2,8,2,0,2,4,0,0,0,0,0,0,0,84
4,8,16,4,8,2,2,0,4,0,0,0,0,0,0,0,88
4,8,16,4,8,4,0,0,4,0,0,2,0,0,0,0,92
4,8,16,4,8,4,0,0,4,2,0,2,0,0,0,0,92
4,8,16,4,0,2,8,4,0,0,4,4,0,0,0,0,96
0,0,0,0,0,0,16,0,2,8,8,4,4,2,4,8,104
0,0,0,0,16,0,0,2,2,16,4,0,4,2,4,8,120
16,16,8,2,2,2,0,8,4,0,0,0,2,0,0,0,128
16,16,8,2,2,2,0,8,4,0,0,0,2,0,0,0,128
0,32,8,2,0,0,4,8,0,0,2,4,0,0,0,2,164
32,8,2,2,4,8,0,0,2,4,0,0,2,0,0,0,164
0,32,8,4,0,0,4,8,0,0,2,4,2,0,0,2,168
0,32,8,4,0,2,4,8,0,0,2,4,0,0,0,4,172
2,32,8,4,0,2,4,8,0,0,2,8,0,0,0,0,180
2,32,8,4,2,2,4,16,0,0,2,0,0,0,0,0,196
4,32,8,4,2,2,4,16,0,0,2,0,0,0,0,0,200
4,32,8,4,0,4,4,16,0,2,0,2,0,0,0,0,204
4,32,8,4,0,0,8,16,0,0,0,4,0,0,0,2,216
4,32,16,4,0,0,2,16,0,0,0,4,0,0,0,2,232
4,32,16,4,0,0,2,16,0,0,0,4,0,0,0,2,232
4,32,16,4,0,0,2,16,0,0,0,4,0,0,0,2,232
4,32,16,4,0,0,2,16,0,0,0,4,0,0,0,2,232
0,0,0,4,0,2,0,16,0,0,16,4,4,32,2,2,232
0,0,0,4,2,0,0,16,0,2,16,4,4,32,2,2,232
4,0,2,0,2,16,0,0,2,16,4,0,4,32,4,0,236
0,0,0,0,4,2,0,0,4,32,2,0,4,32,8,0,280
8,2,2,0,4,64,8,0,0,0,0,0,2,0,0,0,352
4,0,0,0,8,0,0,0,4,2,2,0,2,64,8,0,352
0,0,0,4,4,0,0,8,0,0,4,4,0,2,64,8,356
0,2,0,4,0,0,0,8,0,0,4,4,4,2,64,8,356
0,0,2,4,0,2,0,8,0,0,0,8,4,2,64,8,364
0,2,2,4,0,0,2,8,0,0,0,8,4,2,64,8,364
4,0,0,0,0,0,0,4,0,0,4,8,4,4,64,16,388
2,0,0,0,0,0,0,4,0,0,4,8,8,4,64,16,396
2,4,0,0,4,0,0,0,4,8,0,0,8,4,64,16,396
0,0,2,4,0,0,2,4,0,0,4,8,8,4,64,16,396
2,4,0,2,2,4,0,0,4,8,0,0,8,4,64,16,396
2,0,0,0,4,8,0,0,4,8,0,2,8,4,64,16,408
0,0,0,0,2,2,0,0,8,16,0,2,8,4,64,16,432
0,0,4,0,0,2,0,0,2,16,0,2,16,4,64,16,448
0,2,0,0,0,2,0,0,2,16,4,2,16,4,64,16,448
0,0,0,2,2,0,0,2,2,16,4,2,16,4,64,16,448
2,0,0,0,4,2,0,0,2,16,4,2,16,4,64,16,452
0,2,0,2,0,0,4,2,2,16,4,2,16,4,64,16,452
2,2,8,4,16,16,64,2,0,4,0,16,0,0,2,0,464
2,2,8,4,16,16,64,2,0,4,2,16,2,0,0,0,464
4,8,4,0,32,64,2,0,4,2,16,2,2,0,0,0,500
0,4,8,4,0,32,64,2,4,2,16,2,2,0,0,2,500
4,4,8,4,2,32,64,4,0,2,16,2,0,2,0,0,504
8,8,4,0,2,32,64,4,2,16,2,0,2,0,2,0,512
0,0,16,4,2,32,64,4,0,2,16,2,0,0,2,4,532
0,0,16,4,2,32,64,4,0,2,16,2,0,0,2,4,532
16,4,2,0,2,32,64,4,2,16,2,0,2,4,0,0,532
0,16,4,2,2,32,64,4,2,2,16,2,0,0,2,4,532
0,0,4,2,2,16,64,4,0,32,16,2,4,2,2,4,536
0,0,4,2,2,16,64,4,0,32,16,2,2,4,4,4,540
4,2,0,0,2,16,64,4,32,16,2,2,2,8,4,0,548
0,0,4,2,2,16,64,4,2,32,16,4,0,2,8,4,552
0,0,4,2,0,16,64,2,0,32,16,4,4,2,8,8,564
0,0,4,2,2,16,64,2,0,32,16,4,0,4,2,16,580
2,16,4,4,0,32,64,4,2,4,16,16,0,0,2,0,584
