0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,4
0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,4
0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,4
0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,8
0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,8
0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,8
0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,8
0,0,0,0,0,0,0,0,2,4,0,0,4,2,0,0,8
2,4,0,0,4,2,0,0,0,0,2,0,0,0,0,0,8
2,4,2,0,4,2,0,0,0,0,0,0,0,0,2,0,8
2,4,2,0,4,2,0,0,0,0,0,0,2,0,2,0,8
0,2,4,2,0,0,4,2,0,0,0,2,0,0,0,4,12
0,2,8,4,0,0,0,2,2,0,0,4,0,0,0,0,24
2,8,4,0,2,0,0,2,2,4,0,0,0,0,0,0,24
2,8,4,0,4,0,0,0,2,4,0,0,0,0,0,2,28
2,8,4,0,4,0,0,0,2,4,0,0,2,0,0,2,28
0,0,0,0,2,2,0,0,4,8,0,0,4,4,4,2,32
0,0,0,0,4,2,0,0,4,8,0,0,8,4,2,0,44
8,2,2,0,8,8,2,0,0,4,0,0,0,0,0,0,52
0,0,0,0,0,2,0,0,0,8,2,0,16,4,4,0,72
16,2,2,2,0,8,4,0,0,4,0,0,0,0,0,0,72
0,16,2,4,0,0,8,4,0,2,0,4,0,0,0,0,76
0,16,2,8,0,2,8,4,0,0,0,0,0,2,0,0,84
0,16,2,8,0,4,8,4,2,0,0,0,0,0,0,0,88
2,16,2,8,0,4,8,4,0,0,0,0,2,0,0,0,88
2,16,2,8,4,8,4,0,2,0,0,0,2,0,0,0,88
2,16,2,8,4,8,4,0,2,0,0,0,2,0,0,0,88
2,16,2,8,4,8,4,0,2,0,0,0,2,0,0,0,88
2,16,2,8,4,8,4,0,2,0,0,0,2,0,0,0,88
2,16,2,8,4,8,4,0,4,0,0,2,0,0,0,0,92
0,0,0,0,0,0,0,2,2,16,2,8,8,8,4,2,100
0,0,0,0,0,0,0,2,2,16,2,8,8,8,4,2,100
0,0,0,0,2,2,0,0,2,16,2,8,16,4,2,0,116
0,0,0,2,0,0,0,4,2,16,2,8,0,16,4,2,120
0,0,0,2,0,0,0,4,4,0,2,8,2,32,4,2,152
0,0,0,2,0,0,0,4,4,0,2,8,2,32,4,2,152
2,0,0,0,4,2,0,0,4,2,8,0,2,32,4,2,152
2,4,8,2,8,32,4,0,2,0,0,2,0,0,0,0,164
0,0,0,2,2,0,0,0,8,4,8,0,2,32,4,4,168
2,0,0,0,2,2,0,0,8,4,8,0,2,32,8,0,176
0,0,0,2,0,0,0,4,0,8,4,8,2,2,32,8,180
2,0,0,0,4,2,0,0,8,4,8,0,4,32,8,0,184
0,0,0,2,2,0,4,2,0,8,4,8,0,4,32,8,184
0,0,0,0,2,0,0,0,0,8,8,4,2,4,32,16,212
4,8,8,4,0,4,32,16,0,2,0,0,0,0,0,0,216
4,16,4,0,4,32,16,0,2,0,0,0,0,0,0,2,232
0,0,2,0,0,0,0,0,8,16,4,0,2,32,16,2,240
0,0,0,2,0,0,2,0,0,8,16,4,2,32,16,2,240
0,2,0,2,0,0,0,2,0,8,16,4,2,32,16,2,240
4,0,0,0,2,2,0,0,8,16,4,0,2,32,16,2,244
4,0,0,0,2,2,0,0,8,16,4,0,2,32,16,2,244
0,0,0,4,2,0,0,4,0,8,16,4,2,32,16,2,248
0,2,0,4,0,0,2,4,0,8,16,4,2,32,16,2,248
0,0,0,0,2,2,0,4,0,8,2,8,2,32,32,2,288
0,0,0,0,4,4,0,0,8,2,8,2,2,64,2,0,356
0,0,0,0,0,0,0,8,8,2,8,2,2,2,64,2,364
0,0,0,0,0,2,0,8,8,2,8,2,0,4,64,2,368
8,4,8,8,0,4,64,4,0,0,0,0,0,0,2,0,376
0,0,0,2,0,0,8,0,0,0,64,8,8,8,2,4,384
8,8,8,2,0,0,64,8,2,0,2,4,0,0,0,0,384
0,0,0,0,4,0,8,2,8,0,64,8,2,8,2,4,384
0,0,0,0,4,8,2,2,8,64,8,0,2,8,2,4,384
0,0,0,0,4,8,4,0,8,64,8,2,2,8,2,4,388
0,0,0,0,4,8,4,0,8,64,8,2,2,8,2,4,388
4,8,4,2,8,64,8,4,2,8,2,0,0,2,0,0,388
4,8,4,2,8,64,8,4,2,8,2,0,2,0,0,2,388
4,8,4,2,8,64,8,4,2,2,8,2,0,0,0,4,392
4,8,4,2,8,64,8,4,4,8,2,0,4,4,0,0,396
2,8,0,0,4,64,4,0,8,8,8,2,8,4,2,4,404
0,2,2,8,0,4,64,4,0,8,16,2,8,4,2,4,420
0,0,4,8,0,4,64,4,2,8,16,2,8,4,2,4,424
0,0,4,8,0,4,64,4,2,8,16,2,8,4,2,4,424
0,0,4,8,0,4,64,4,2,8,16,2,8,4,2,4,424
4,8,0,2,4,64,4,0,2,8,16,2,8,4,2,4,424
0,8,0,2,8,64,4,0,2,8,16,4,8,4,2,4,436
0,0,8,2,2,8,64,4,2,8,16,4,8,4,2,4,436
0,0,8,0,2,0,64,2,4,16,16,4,8,4,2,8,464
0,0,8,0,2,0,64,2,4,16,16,4,8,4,2,8,464
8,0,0,2,2,64,2,0,4,32,4,0,8,4,2,8,496
8,64,2,2,2,32,4,8,4,4,2,0,8,0,2,0,496
8,0,0,0,2,64,2,2,4,32,4,2,8,4,4,8,500
8,0,2,0,2,64,0,0,4,32,2,4,8,4,8,8,512
0,0,8,2,2,0,2,64,4,32,2,4,0,8,4,16,528
0,0,2,2,0,0,8,64,2,32,4,4,4,8,4,16,532
0,0,0,2,4,0,2,64,2,32,8,4,4,8,8,16,540
0,0,0,2,0,4,2,64,2,32,8,4,2,4,16,16,556
0,4,0,2,0,4,2,64,2,32,8,4,0,2,4,32,588
0,0,2,2,0,8,2,64,0,32,8,4,2,2,4,32,596
0,0,2,2,0,8,4,64,0,32,8,4,2,2,4,32,600
0,0,2,2,0,8,4,64,0,32,8,4,2,2,4,32,600
4,0,4,0,8,4,64,0,32,8,4,0,4,4,32,0,608
4,4,4,2,8,8,64,0,32,4,4,0,4,0,32,0,608
8,4,2,0,16,64,0,0,32,8,0,2,4,32,0,0,640
8,4,0,0,16,64,0,0,32,8,0,2,4,32,2,2,640
0,0,8,4,0,0,16,64,2,32,8,2,0,4,32,4,644
8,4,2,0,16,64,0,0,2,32,8,2,4,32,4,0,644
8,4,2,2,16,64,8,4,2,64,4,0,4,0,0,0,708
8,4,4,0,16,64,8,4,2,64,4,0,4,2,0,0,712
8,0,0,0,16,4,4,2,2,128,8,0,4,2,4,4,840
0,2,0,8,0,16,8,2,0,2,128,8,0,4,2,8,856
0,2,2,0,0,16,8,8,0,2,128,2,0,4,2,16,872
0,2,2,0,0,16,8,8,0,2,128,2,0,4,2,16,872
0,2,2,8,2,16,8,2,0,2,128,16,0,4,2,0,872
2,2,2,8,0,16,8,2,2,2,128,16,0,4,2,0,872
0,2,2,2,0,16,8,8,0,2,128,2,4,4,2,16,876
4,2,0,0,16,16,0,0,2,128,2,0,8,2,16,2,904
4,2,2,2,16,16,16,0,2,128,0,0,8,2,0,2,904
0,4,2,4,2,0,16,32,0,0,2,128,0,0,8,4,944
4,2,4,0,2,16,32,0,2,128,0,0,8,4,2,0,944
4,2,4,0,2,16,32,0,2,128,0,0,8,4,2,0,944
4,2,4,0,2,16,32,0,2,128,0,0,8,4,2,0,944
0,2,0,4,4,16,4,0,4,128,32,0,8,4,2,0,948
8,2,4,4,8,16,32,2,0,128,2,0,0,4,0,0,956
16,2,4,4,0,16,32,2,0,128,2,0,0,4,0,2,972
16,2,8,0,16,32,2,2,128,2,0,0,4,2,0,0,980
0,0,2,0,32,2,0,0,128,32,8,0,4,4,2,2,1016
2,0,0,0,32,2,2,0,128,32,8,0,4,4,2,2,1016
2,0,0,0,32,2,2,0,128,32,8,0,4,4,2,2,1016
0,2,0,2,0,0,32,4,0,128,32,8,0,0,8,4,1032
2,2,64,2,0,128,8,4,0,0,0,8,0,0,0,4,1096
0,0,2,2,0,0,0,4,0,2,64,8,2,128,8,4,1096
0,0,0,2,0,0,2,4,4,2,64,8,2,128,8,4,1096
0,0,0,2,0,0,2,4,4,2,64,8,2,128,8,4,1096
0,0,0,2,0,0,2,4,4,2,64,8,2,128,8,4,1096
4,2,2,2,2,128,64,4,0,0,8,8,0,2,0,4,1096
4,4,2,0,2,128,64,4,16,0,2,0,2,4,0,0,1116
8,2,0,0,2,128,64,4,16,2,0,0,2,4,2,0,1124
8,2,2,0,2,128,0,0,16,2,64,0,2,4,2,4,1124
8,2,0,2,2,128,2,0,16,2,64,0,2,4,2,4,1124
2,0,8,4,0,2,128,2,0,16,2,64,2,4,2,4,1128
0,2,0,4,0,2,8,2,0,16,128,64,4,4,4,4,1136
4,4,8,4,2,16,128,2,0,4,4,64,0,0,0,4,1140
8,8,4,2,2,16,128,2,8,64,0,0,4,0,0,0,1156
0,16,4,2,2,16,128,2,0,0,8,64,0,0,2,4,1172
0,16,4,2,2,16,128,2,0,0,8,64,0,0,2,4,1172
2,32,4,4,0,0,128,64,0,0,8,4,0,0,2,2,1208
0,2,32,8,2,0,128,64,0,0,8,4,0,0,0,4,1220
0,0,0,0,0,4,32,8,0,0,128,64,2,2,8,8,1228
0,0,0,2,4,32,8,0,128,64,0,0,4,16,0,0,1248
0,0,0,0,4,32,0,0,128,64,2,0,4,16,8,2,1248
0,0,0,0,4,32,0,0,128,64,2,0,4,16,8,2,1248
0,0,0,0,0,0,4,32,2,128,64,2,4,16,8,2,1248
0,2,0,0,0,0,4,0,2,128,64,32,4,16,8,4,1252
2,2,4,32,4,128,64,4,0,16,8,0,0,2,0,0,1252
2,2,4,32,4,128,64,4,0,16,8,0,0,2,0,0,1252
4,4,32,0,4,128,64,4,16,8,0,0,2,4,0,0,1256
0,0,8,32,4,128,64,4,2,0,16,8,0,0,2,4,1264
0,0,8,32,0,0,64,4,4,4,16,8,2,128,2,4,1264
2,0,8,32,0,0,64,4,0,8,16,8,2,128,2,4,1272
2,8,32,0,64,4,0,0,8,16,8,2,2,128,2,4,1272
2,8,32,2,64,4,8,4,8,16,2,2,2,128,0,0,1272
2,8,32,2,64,4,8,4,8,16,4,0,2,128,0,2,1276
2,8,32,2,64,4,8,4,0,8,16,4,2,2,128,2,1276
