0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0
0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2,4
0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,8
0,0,0,0,0,0,2,0,0,2,0,0,0,4,4,2,8
0,0,0,0,0,0,0,2,0,2,2,0,0,4,4,2,8
0,2,2,4,0,4,4,0,0,2,0,0,0,0,0,0,12
4,4,0,0,8,0,0,0,2,0,0,0,2,0,0,0,24
8,2,0,0,8,0,0,0,2,0,0,0,2,0,0,0,32
8,2,0,0,8,0,0,0,2,0,0,0,2,0,0,0,32
0,2,8,2,0,0,0,8,0,0,0,2,0,0,0,2,32
0,2,8,2,0,0,0,8,0,0,0,2,0,0,0,2,32
0,0,0,0,0,2,0,2,0,0,0,8,0,2,8,4,36
0,0,2,0,4,0,0,0,8,0,0,0,2,8,4,0,40
2,0,0,0,4,0,2,0,8,0,0,0,2,8,4,0,40
2,0,0,0,4,0,0,0,8,0,2,4,2,8,4,0,40
0,0,0,2,4,0,0,4,0,8,2,4,0,2,8,4,40
0,0,0,0,0,2,0,2,0,8,2,4,4,2,8,8,48
0,0,0,0,4,2,0,0,8,2,4,0,4,2,16,0,68
0,0,0,0,4,2,0,0,8,2,4,0,4,2,16,0,68
0,2,0,0,4,0,0,0,8,2,4,0,4,4,16,0,72
2,0,0,0,4,0,0,0,8,2,4,2,8,16,0,0,80
2,0,0,0,4,0,0,0,8,2,4,2,8,16,0,0,80
2,2,4,2,4,16,0,0,16,0,0,0,2,0,0,0,96
4,4,2,0,4,16,0,2,16,0,0,0,2,0,0,0,100
2,0,0,0,8,0,0,0,16,4,0,0,2,16,2,2,108
2,4,2,2,8,16,0,0,16,0,0,0,2,0,2,0,108
2,4,4,2,8,16,0,0,16,0,0,0,2,0,2,0,112
2,0,2,0,8,0,0,0,16,4,4,0,2,16,2,2,112
2,4,2,2,8,16,4,4,16,0,2,0,2,0,0,0,112
2,0,0,0,8,2,2,0,16,4,4,2,2,16,2,4,112
2,0,0,0,8,2,2,0,16,4,4,2,2,16,2,4,112
2,0,0,2,8,4,0,0,16,8,2,0,2,16,2,4,124
2,4,4,2,8,8,0,4,16,16,0,0,2,4,0,0,128
2,8,2,0,16,4,0,0,32,0,0,0,2,4,2,0,184
0,2,8,2,0,0,16,4,2,0,0,32,0,2,4,2,184
0,2,0,2,0,0,8,4,0,0,16,32,2,4,4,2,188
4,0,0,0,8,4,0,0,16,32,0,4,2,8,2,0,200
4,4,0,0,8,4,0,0,16,32,0,0,2,8,2,4,200
0,0,4,8,0,0,8,4,0,0,16,32,2,8,2,4,208
2,8,4,8,0,0,8,4,0,0,16,32,2,0,2,4,208
2,8,4,8,8,4,2,0,16,32,0,0,4,4,0,0,212
2,8,4,8,8,4,2,0,16,32,0,0,8,0,2,0,220
2,8,4,8,0,8,4,2,0,0,16,32,0,2,8,2,220
2,16,8,8,4,2,16,2,0,0,8,32,0,0,0,2,244
2,0,0,8,0,0,8,2,2,16,16,32,4,2,8,2,244
4,16,8,8,4,2,16,2,0,0,8,32,0,2,0,2,248
8,16,8,8,0,4,16,2,0,0,8,32,0,2,0,2,260
0,8,16,16,0,4,16,2,0,0,8,32,0,2,0,4,280
0,8,32,16,0,4,8,2,0,2,0,32,2,0,0,4,312
8,32,16,0,4,8,2,0,2,32,0,0,2,4,2,0,312
0,8,32,16,0,4,8,2,0,2,2,32,0,2,4,2,312
0,8,32,16,0,4,8,2,0,4,4,32,0,2,4,2,316
8,32,16,0,4,8,2,2,8,32,0,0,2,4,2,0,324
8,32,0,0,4,8,0,0,8,32,16,2,2,4,4,2,328
8,32,16,4,4,8,4,0,8,32,0,2,2,4,0,0,332
8,32,16,4,0,4,8,4,0,8,32,2,2,0,2,4,332
8,32,16,4,4,8,4,2,8,32,2,0,4,4,0,0,336
8,32,16,4,4,8,4,2,8,32,2,0,4,4,0,0,336
8,32,16,4,4,8,4,2,8,32,2,0,4,4,0,0,336
8,32,16,4,4,8,4,2,2,8,32,2,0,0,0,8,344
0,0,0,0,8,2,16,4,4,32,4,4,2,16,32,8,364
0,0,0,0,8,2,16,2,4,32,4,8,2,16,32,8,372
0,0,0,0,8,2,16,2,4,32,4,8,2,16,32,8,372
0,0,2,0,8,2,16,0,4,32,4,2,2,16,32,16,388
8,2,2,2,4,32,16,16,2,16,4,0,0,0,32,2,388
2,8,2,4,0,4,32,32,0,2,16,4,0,0,32,2,424
2,0,2,4,0,8,32,32,0,4,16,4,2,2,32,2,424
0,0,4,4,0,2,8,64,0,4,16,4,0,4,32,2,496
4,0,0,8,0,2,8,64,0,4,16,4,0,4,32,2,504
4,8,0,0,2,8,64,0,4,16,4,0,4,32,2,2,504
4,16,64,2,2,16,4,2,8,32,2,0,0,0,0,0,528
4,16,64,2,2,16,4,2,8,32,2,0,0,0,0,0,528
0,0,0,0,4,0,64,2,2,32,4,0,8,32,2,4,564
4,64,64,2,2,0,4,4,8,0,2,0,0,0,2,0,628
2,4,128,2,0,0,2,8,0,0,8,2,0,0,0,2,764
0,0,0,0,2,0,128,2,0,0,2,8,2,4,8,4,768
0,2,0,0,0,2,128,2,0,0,2,8,2,4,8,4,768
2,0,0,2,2,128,2,0,2,8,0,0,2,4,8,4,768
0,0,0,0,0,128,0,2,4,8,2,2,4,4,8,4,776
8,128,2,4,0,8,8,4,0,4,0,0,4,0,0,0,788
8,128,2,4,0,0,16,4,0,0,0,4,0,0,2,4,804
8,128,2,4,16,4,2,0,4,0,0,0,2,4,0,0,804
8,128,2,4,0,16,4,2,0,0,0,4,0,2,2,4,804
8,128,2,4,16,4,2,0,4,0,2,0,4,4,0,0,808
8,128,4,4,16,8,2,0,8,0,0,2,0,0,0,0,828
8,128,4,4,16,8,2,2,8,0,2,0,0,0,0,0,828
0,8,128,8,0,16,8,4,0,2,8,2,0,0,0,0,840
0,2,0,0,0,8,0,8,0,16,128,4,0,2,16,2,856
2,0,2,0,16,0,0,0,16,128,4,0,2,16,2,0,872
2,128,2,0,32,16,4,2,2,0,2,0,0,0,0,0,904
2,128,2,0,32,16,4,2,4,0,0,0,2,0,0,0,908
0,2,128,2,32,16,4,2,0,2,0,4,0,0,0,2,908
2,128,2,2,32,16,4,2,2,4,0,0,2,0,0,0,908
2,128,2,4,32,16,4,4,4,4,0,0,0,0,0,0,916
0,0,0,2,2,128,0,0,32,16,2,0,4,4,4,8,924
2,0,0,2,2,128,0,0,32,16,2,0,8,4,8,0,932
4,0,0,2,2,128,0,0,32,16,2,0,8,4,8,0,936
4,0,0,0,2,128,0,2,32,16,2,0,8,4,8,2,936
4,128,2,4,2,16,8,0,32,4,0,2,8,0,0,0,940
4,128,2,4,2,16,8,0,32,4,2,2,8,0,0,0,940
4,128,2,4,2,16,8,0,32,4,4,0,8,0,0,2,944
4,128,2,4,0,2,16,8,0,0,32,8,0,2,8,2,952
4,128,2,4,2,16,8,0,32,8,4,0,2,8,2,0,952
4,128,2,4,2,16,8,0,32,8,4,0,2,8,2,0,952
4,128,2,4,2,16,8,0,32,16,4,0,2,0,2,2,968
4,0,2,0,2,2,8,0,32,128,4,4,2,32,2,2,1000
4,2,2,4,2,128,8,2,32,32,4,0,2,4,2,0,1000
4,4,4,0,2,128,8,2,64,4,2,0,2,4,2,0,1068
8,4,0,0,2,128,8,2,64,4,2,0,2,4,2,2,1076
8,4,0,0,2,128,8,2,64,4,2,2,2,4,4,0,1080
8,4,8,4,2,128,2,0,64,8,4,0,2,0,2,0,1092
8,0,8,0,2,4,2,0,64,128,4,2,2,8,2,4,1092
0,2,0,16,0,2,4,2,64,128,4,2,2,8,2,4,1108
0,2,0,0,0,4,0,16,64,128,8,4,2,8,2,4,1124
0,2,0,0,2,4,0,0,64,128,8,16,2,8,2,8,1132
0,2,0,0,2,4,0,0,64,128,8,16,2,8,2,8,1132
4,0,0,2,0,0,2,4,64,128,8,16,2,8,2,8,1132
0,2,0,2,4,0,2,4,64,128,8,16,2,8,2,8,1132
4,2,2,2,64,128,8,4,2,8,2,16,0,2,0,8,1132
4,4,2,0,64,128,8,4,2,8,2,16,2,8,4,0,1136
8,2,0,2,64,128,8,4,2,8,2,16,2,8,4,0,1144
0,2,8,4,64,128,8,4,2,8,2,16,0,2,8,4,1148
0,2,0,0,4,128,16,8,64,8,2,16,2,2,8,4,1172
2,0,0,2,4,128,16,8,64,8,2,16,0,4,8,4,1176
4,0,2,0,4,128,16,8,64,8,2,16,4,8,4,0,1180
8,128,2,8,64,16,16,16,4,0,2,0,0,2,4,0,1204
8,128,2,8,0,64,16,32,0,4,4,2,0,0,2,4,1236
8,128,2,8,64,16,32,0,8,2,0,2,2,4,0,0,1244
8,128,2,8,0,64,16,32,0,0,8,4,4,0,2,4,1248
8,128,2,8,4,64,16,32,0,0,8,8,0,0,2,2,1256
8,128,2,8,4,64,16,32,0,0,8,8,0,0,2,2,1256
2,0,2,8,0,0,16,32,8,128,8,8,4,64,2,2,1256
2,128,2,8,8,64,16,32,4,2,8,8,0,0,2,2,1256
2,128,2,8,8,64,16,32,4,2,16,0,4,0,0,2,1276
2,128,2,8,8,64,32,32,8,2,0,2,0,2,0,0,1316
2,128,2,8,16,64,32,32,0,4,0,2,0,0,0,2,1336
2,128,2,8,16,64,64,0,4,2,0,0,2,0,0,2,1400
2,128,2,8,16,64,64,2,4,2,2,0,2,0,0,0,1400
2,128,2,8,16,128,2,0,4,4,0,0,2,0,2,0,1532
2,128,2,8,16,128,2,0,8,0,0,0,4,0,0,2,1544
2,256,4,8,16,0,0,2,8,0,0,0,4,0,2,0,1804
2,0,0,0,16,0,2,0,8,0,4,8,4,256,2,2,1804
2,0,0,0,16,0,2,0,8,0,4,8,4,256,2,2,1804
2,0,0,0,16,0,2,0,8,0,4,8,4,256,2,2,1804
2,0,0,0,16,0,2,0,8,0,4,8,4,256,2,2,1804
2,256,2,8,16,0,4,2,8,0,2,0,4,2,0,0,1804
2,256,2,8,16,2,4,2,8,0,2,2,4,0,0,0,1804
2,0,0,0,16,0,2,4,8,256,4,8,4,2,2,4,1808
2,0,0,0,16,0,2,4,8,256,4,8,4,2,2,4,1808
2,0,0,0,16,0,2,4,8,256,4,8,4,2,2,4,1808
0,0,0,2,4,16,2,4,8,256,4,8,0,4,4,4,1812
2,0,2,0,4,16,2,4,8,256,4,8,8,4,0,0,1820
4,4,0,0,4,16,2,4,8,256,4,8,8,4,0,0,1824
8,0,0,0,4,16,2,4,8,256,4,8,8,4,2,0,1832
8,0,0,0,4,16,2,4,8,256,4,8,8,4,2,0,1832
8,16,2,4,4,256,4,8,16,4,2,2,0,0,0,0,1848
8,16,2,4,4,256,4,8,16,4,2,2,0,0,0,0,1848
