0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0
0,0,0,0,0,0,0,2,0,0,0,0,2,4,2,0,0
2,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2,4,4,2,0,0,0,0,0,0,0,2,0,0,0,0,4
2,8,2,0,0,0,0,0,2,0,0,0,0,0,2,0,12
0,2,8,2,0,2,0,0,0,0,0,2,0,0,0,2,12
2,8,2,0,2,0,2,0,2,0,0,0,2,0,0,0,12
4,8,4,0,4,0,0,0,0,0,2,0,0,0,0,0,24
8,8,4,0,0,0,2,0,0,0,0,2,0,0,0,0,32
0,2,16,4,0,0,0,2,0,0,0,2,0,0,0,0,48
0,2,16,4,0,0,0,4,2,0,0,0,0,0,0,0,52
2,2,16,8,0,0,2,0,0,0,0,0,0,0,0,0,60
0,0,0,0,0,0,2,0,0,0,16,0,2,2,2,8,60
0,0,0,0,0,0,2,0,0,0,16,0,2,2,2,8,60
2,2,2,8,0,0,16,0,4,0,2,0,0,0,0,0,60
0,0,2,0,0,0,2,0,2,0,16,0,4,2,2,8,60
2,2,4,8,4,0,16,2,0,0,2,0,0,0,0,0,64
0,0,0,0,0,2,4,0,2,0,16,8,4,2,2,2,64
0,0,0,0,2,0,4,0,2,0,16,8,4,4,2,2,68
0,0,0,0,2,4,0,0,2,16,8,0,8,4,2,0,80
0,0,2,0,0,0,2,4,0,2,16,8,0,8,4,2,80
0,0,0,2,0,0,4,4,0,2,16,8,0,8,4,2,84
0,0,0,2,0,0,0,8,2,2,16,8,0,8,4,2,92
2,2,16,2,4,8,4,16,0,0,0,2,0,0,0,0,108
0,4,16,2,4,8,4,16,0,2,0,2,0,0,0,0,112
0,4,16,2,4,8,4,16,2,0,0,4,0,0,0,0,116
4,4,16,2,2,8,4,16,0,0,4,4,0,0,0,0,116
8,16,2,0,2,8,4,16,8,0,0,0,0,0,0,2,132
2,8,16,2,2,8,4,16,0,0,0,8,0,0,0,2,132
2,8,16,2,2,8,4,16,8,0,0,0,2,0,2,0,132
2,8,16,2,2,8,4,16,8,0,0,2,4,0,0,0,136
4,16,16,2,8,0,4,16,4,0,0,2,2,0,0,0,156
4,16,16,2,8,0,4,16,4,0,0,2,2,0,0,0,156
4,0,2,0,8,0,0,2,4,0,16,16,2,16,4,2,156
4,2,0,0,8,0,2,2,4,0,16,16,2,16,4,2,156
4,2,2,2,8,16,16,16,4,0,4,2,2,0,0,2,156
4,4,2,0,8,32,16,0,8,2,0,0,4,2,0,0,204
8,2,0,0,8,32,16,0,8,2,2,0,4,2,0,0,212
8,2,0,2,8,32,16,0,8,4,0,0,4,2,0,0,216
16,2,16,2,8,32,0,0,4,4,0,0,0,2,2,0,232
2,2,0,0,16,32,0,0,8,4,16,0,4,2,2,2,232
0,0,0,4,2,0,16,32,0,8,4,16,0,4,2,4,240
4,2,0,0,2,16,32,0,8,4,16,0,4,2,4,0,240
4,2,0,0,2,16,32,0,8,4,16,0,4,2,4,0,240
4,2,32,2,2,16,16,0,8,4,4,0,4,2,0,0,240
4,2,32,2,2,16,16,0,8,4,4,0,4,2,0,0,240
4,2,32,2,0,0,2,32,0,2,8,8,0,0,4,2,280
4,2,32,2,2,32,0,0,2,16,2,0,4,2,0,0,296
4,2,32,2,2,32,0,0,2,16,2,0,4,2,0,0,296
4,2,32,2,4,0,2,32,0,2,16,2,0,0,4,2,296
4,2,32,2,4,2,32,0,2,16,2,0,4,2,2,0,296
4,2,32,2,0,4,2,32,0,2,16,2,2,0,4,4,300
4,2,32,2,4,2,32,0,2,16,2,0,2,8,2,0,308
0,2,0,0,0,4,0,0,8,16,64,0,4,8,4,2,392
0,2,0,0,0,4,0,0,8,16,64,0,4,8,4,2,392
0,2,0,0,0,4,0,0,8,16,64,0,4,8,4,2,392
0,2,0,0,0,4,0,0,8,16,64,0,4,8,4,2,392
8,2,64,2,4,4,4,0,0,16,2,0,0,8,0,0,392
4,2,0,0,0,4,64,0,8,16,4,0,4,8,2,2,392
2,2,0,0,4,4,64,0,8,16,4,0,4,8,2,2,392
4,0,0,0,8,64,0,0,8,16,4,0,4,8,4,2,408
0,0,0,0,4,64,0,0,16,16,2,0,4,8,8,2,432
4,64,2,2,16,16,8,0,4,8,2,0,0,0,0,0,432
4,64,2,2,16,16,8,0,4,8,2,0,0,0,0,0,432
4,64,2,2,16,16,8,0,4,8,2,0,0,0,0,0,432
4,64,2,2,16,16,8,0,4,8,2,0,0,0,0,0,432
4,64,4,2,32,8,0,0,4,8,2,0,0,0,0,0,468
4,64,4,2,0,2,32,8,0,4,8,2,0,0,0,0,468
0,0,0,2,0,64,4,2,0,2,32,8,4,4,8,2,468
0,0,0,2,0,64,4,2,0,2,32,8,4,8,8,2,476
0,0,0,2,0,64,4,2,0,2,32,8,2,4,16,2,492
2,64,4,4,0,2,32,8,0,4,16,2,0,0,0,2,496
0,2,64,8,0,2,32,8,0,4,16,2,0,2,0,2,504
0,4,64,16,0,4,32,4,0,2,16,2,0,0,0,0,528
0,8,64,16,0,2,32,4,0,2,16,2,0,0,0,0,536
0,8,64,16,0,2,32,4,0,2,16,2,0,0,0,0,536
0,8,64,16,0,4,32,4,2,0,16,2,0,0,0,0,540
0,8,64,16,0,4,32,4,2,2,16,2,0,0,0,0,540
8,64,16,0,4,32,4,2,4,16,2,0,0,0,0,0,544
8,64,16,2,8,32,4,0,0,16,2,0,0,2,0,0,552
8,64,16,2,0,8,32,4,4,0,16,2,0,0,0,2,552
8,64,16,2,0,8,32,4,0,4,16,2,2,0,0,2,552
8,64,16,2,2,8,32,4,0,4,16,4,0,0,2,0,556
0,2,16,0,0,64,32,0,8,8,16,2,2,4,2,8,564
0,2,16,0,0,64,32,0,8,8,16,2,2,4,2,8,564
2,16,0,2,64,32,0,0,16,16,2,0,2,4,2,8,580
2,16,4,2,64,32,0,8,16,16,0,0,2,4,2,0,584
2,16,4,2,64,32,8,0,32,2,0,0,2,4,2,0,616
2,16,4,2,64,32,8,0,32,2,2,2,2,4,0,0,616
2,16,4,2,64,32,8,0,32,4,2,2,2,4,0,0,620
2,0,2,0,64,16,4,0,32,32,8,0,2,8,2,4,632
0,0,2,4,0,64,16,4,0,0,64,8,2,8,2,4,700
0,0,2,4,0,64,16,4,0,0,64,8,2,8,2,4,700
