0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
4,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4
0,0,4,2,0,2,0,4,0,0,0,0,0,0,0,0,8
0,2,4,2,0,0,0,4,0,0,0,0,0,0,2,0,8
2,4,2,0,4,0,0,0,0,4,0,0,2,0,0,0,8
0,0,0,0,2,0,0,0,4,2,0,0,2,8,2,0,16
0,0,0,0,2,0,0,0,4,2,0,0,2,8,2,0,16
2,2,2,0,4,8,2,0,2,0,0,0,0,0,0,0,16
2,2,4,0,4,8,0,0,2,0,0,0,0,2,0,0,20
0,0,0,0,2,2,2,0,4,8,0,0,2,2,4,0,20
2,2,2,0,4,8,4,0,2,2,0,0,2,0,0,0,20
0,2,0,0,2,2,0,0,4,8,2,0,4,2,4,0,24
0,0,2,0,0,4,0,0,2,8,2,0,8,2,4,0,36
2,4,4,0,8,8,4,0,2,2,0,0,0,0,0,0,40
2,8,2,0,16,4,0,0,4,0,0,0,0,0,0,0,68
2,8,2,0,16,4,0,0,4,0,0,0,0,0,0,0,68
0,2,8,2,0,0,16,4,0,0,0,4,0,0,2,0,68
0,0,0,2,0,0,8,0,0,0,16,2,0,2,2,8,76
0,0,0,2,0,2,0,8,0,0,16,2,0,0,4,8,80
0,2,0,2,0,0,2,8,0,0,16,2,0,0,4,8,80
2,0,0,2,0,0,2,8,0,0,16,2,0,2,4,8,80
0,0,0,2,2,0,2,8,0,0,16,2,2,2,4,8,80
0,0,0,2,0,0,2,8,0,4,16,2,4,2,4,8,84
0,0,0,2,0,0,2,8,0,4,16,2,4,2,4,8,84
0,0,0,2,0,0,2,8,0,4,16,2,4,2,4,8,84
4,4,2,2,0,2,16,8,0,4,4,2,0,0,0,8,84
8,4,0,0,2,16,8,0,8,2,0,0,8,0,2,0,104
8,4,0,0,2,16,8,0,8,2,2,0,8,2,0,0,104
2,0,0,0,8,4,0,0,2,16,8,0,16,4,2,0,124
2,0,0,0,8,4,0,0,2,16,8,0,16,4,2,0,124
2,0,0,2,0,0,8,4,0,2,16,8,0,16,4,2,124
0,0,2,2,0,0,8,4,0,2,16,8,2,16,4,2,124
0,2,0,4,0,0,8,4,0,2,16,8,2,16,4,2,128
0,0,2,0,0,0,8,8,0,4,16,8,2,16,4,2,140
0,0,2,0,0,0,8,2,0,4,16,16,2,16,4,2,156
2,0,0,0,8,2,0,2,4,32,0,0,2,16,4,2,188
2,2,4,4,8,32,0,2,4,16,0,0,2,0,0,0,192
0,0,4,8,0,8,32,2,0,2,4,16,0,0,0,2,204
0,8,4,8,2,2,32,2,0,0,4,16,0,0,0,2,204
0,8,4,8,0,4,32,2,2,0,4,16,0,0,0,2,208
2,8,4,8,0,4,32,2,0,0,4,16,0,0,2,2,208
0,0,4,8,0,0,32,2,2,8,4,16,2,4,2,2,208
0,0,4,8,2,0,32,2,0,8,4,16,4,4,2,2,212
2,8,4,8,4,4,32,2,0,2,4,16,0,0,2,2,212
2,8,4,8,0,8,32,2,0,2,4,16,2,0,0,4,224
4,16,4,8,0,2,32,2,0,0,4,16,0,2,0,4,244
4,16,4,8,0,4,32,2,0,2,4,16,0,0,0,4,248
4,16,4,8,0,4,32,2,0,2,4,16,0,0,0,4,248
2,0,0,8,0,16,4,2,0,4,32,16,4,2,4,4,248
2,16,4,8,4,4,32,2,0,2,4,16,2,0,0,4,248
0,2,0,8,2,16,4,2,4,4,32,16,2,2,4,4,248
2,2,4,8,4,16,32,2,2,4,4,16,2,2,0,4,248
4,4,8,0,4,16,32,2,2,8,16,0,4,4,2,0,264
0,2,8,8,4,16,32,2,0,2,8,16,0,0,8,2,280
4,2,8,8,0,16,32,2,0,2,16,16,0,2,0,2,296
2,0,0,8,0,2,8,2,0,16,32,16,4,4,16,2,300
0,0,0,8,2,2,8,2,2,16,32,16,4,4,16,2,300
0,0,0,8,2,2,8,2,4,16,32,16,4,4,16,2,304
0,0,0,8,2,2,8,2,2,16,32,16,8,4,16,2,312
2,0,0,8,0,4,8,2,2,16,32,16,8,4,16,2,316
2,8,2,0,4,8,2,0,2,16,32,16,8,4,16,2,316
2,0,4,0,4,16,4,0,2,16,32,16,8,4,16,2,336
2,0,0,0,4,0,8,2,2,32,32,16,8,4,16,2,376
2,0,2,0,4,8,2,0,2,64,16,0,8,4,16,2,440
4,0,0,0,4,8,2,0,2,64,16,4,8,4,16,2,444
4,0,0,0,4,8,2,0,2,64,16,4,8,4,16,2,444
4,0,0,0,4,8,2,0,2,64,16,4,8,4,16,2,444
4,0,0,0,4,8,2,0,2,64,16,4,8,4,16,2,444
0,0,0,0,8,8,2,0,2,64,2,4,8,4,32,2,484
8,8,4,4,2,64,32,2,8,4,0,0,0,0,0,2,488
0,0,16,8,2,64,32,2,0,0,8,4,0,2,0,2,512
16,8,0,0,2,64,32,2,8,4,0,0,4,2,0,0,516
16,8,0,0,2,64,0,0,8,4,2,0,4,2,32,2,516
16,8,0,0,2,64,0,0,8,4,2,0,4,2,32,2,516
0,0,16,8,0,4,2,64,0,8,4,2,4,2,32,2,516
16,8,0,2,4,2,64,0,8,4,2,0,4,2,32,2,516
0,16,8,2,2,4,2,64,0,8,4,2,4,2,32,2,516
