0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0
2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4
2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4
2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2,4
2,4,0,2,4,0,0,2,0,0,0,0,0,0,0,0,4
2,4,0,4,4,0,0,0,0,0,2,0,0,0,0,0,8
0,0,0,0,0,0,0,0,2,0,2,0,4,4,2,4,8
2,4,4,4,4,0,0,0,0,0,0,0,4,0,0,0,12
0,2,4,8,0,2,0,4,0,0,0,0,0,0,0,4,20
0,4,4,8,0,0,0,8,0,0,0,0,0,2,0,0,32
8,8,2,0,8,0,0,0,0,0,0,0,2,0,0,0,40
16,2,0,0,8,0,0,0,0,2,0,0,2,0,0,0,56
16,4,0,0,8,0,2,0,2,0,0,0,0,0,0,0,60
16,4,2,0,8,0,0,4,2,0,0,0,0,0,0,0,60
16,4,2,4,8,0,0,2,2,0,0,0,0,0,0,0,60
16,4,2,4,8,0,0,2,2,0,0,0,0,0,0,0,60
16,4,2,4,8,2,0,0,2,0,0,0,0,2,0,0,60
16,4,2,4,8,4,0,0,2,0,0,0,0,2,0,0,64
16,4,2,4,0,0,8,4,0,0,0,2,2,0,0,2,64
16,4,2,8,2,2,8,4,0,0,0,0,0,0,0,0,76
0,2,0,0,0,0,0,0,16,4,2,8,2,2,8,4,76
2,2,0,0,0,0,0,0,16,4,2,8,4,8,4,0,80
4,0,0,0,0,0,0,0,16,4,2,8,4,8,4,2,84
2,0,0,4,0,0,0,0,16,4,2,8,4,8,4,2,84
2,4,0,0,2,0,0,0,16,4,2,8,4,8,4,2,84
0,2,0,0,4,0,0,0,16,8,2,8,4,8,4,2,96
4,2,2,8,16,16,4,2,4,0,0,0,2,0,0,0,112
4,2,2,8,16,16,4,2,4,0,0,0,2,0,0,0,112
4,0,0,0,16,0,2,0,4,2,2,8,2,16,4,2,112
0,0,0,4,0,0,16,2,2,4,4,8,2,16,4,2,116
4,2,0,0,16,2,0,0,2,8,8,0,2,16,4,2,124
4,2,0,0,16,2,0,2,2,16,0,0,2,16,4,2,140
2,0,4,2,0,0,16,4,0,0,2,16,2,16,4,2,144
2,0,4,2,0,0,16,4,0,0,2,16,4,16,4,2,148
2,16,4,2,4,0,16,4,2,0,2,16,0,0,4,2,148
0,0,4,2,2,2,16,4,4,0,2,16,2,16,4,2,148
0,0,4,2,2,4,16,4,0,4,2,16,2,16,4,2,152
0,0,4,2,2,4,16,4,0,4,2,16,2,16,4,2,152
0,0,4,2,0,2,16,4,0,8,2,16,4,16,4,2,164
4,2,4,2,0,8,16,4,2,16,2,16,0,0,4,2,164
4,2,4,2,8,16,4,2,2,16,2,16,4,2,0,0,164
4,0,0,2,8,2,0,0,2,32,8,4,4,2,2,16,208
2,0,4,2,0,0,8,2,2,32,8,4,0,4,4,16,212
0,2,4,2,2,0,8,2,2,32,8,4,0,0,8,16,220
0,2,4,2,2,2,8,2,2,32,8,4,0,0,8,16,220
0,0,2,0,0,0,4,4,0,4,8,4,4,32,16,16,248
0,2,2,0,0,0,4,0,0,4,8,8,4,32,16,16,256
4,0,2,0,4,0,0,0,4,16,0,0,4,32,32,0,308
4,2,0,2,4,0,0,0,4,16,0,0,4,64,0,0,372
0,0,4,4,0,2,0,4,0,0,4,16,0,0,4,64,376
0,2,8,8,2,0,4,16,0,0,0,64,0,0,0,0,392
0,0,0,0,0,0,2,8,0,0,8,16,2,2,4,64,392
0,0,0,0,0,0,2,8,2,0,8,16,0,4,4,64,396
0,0,0,0,2,0,2,8,0,0,8,16,2,4,4,64,396
0,0,0,0,2,0,4,8,0,0,8,16,0,2,8,64,408
2,2,4,8,0,0,16,16,0,0,0,64,2,0,0,0,424
0,4,4,8,0,2,0,32,0,0,0,64,0,0,0,2,460
0,0,8,8,0,0,2,32,0,0,0,64,0,0,2,2,468
0,2,8,8,0,0,4,32,0,0,0,64,0,0,0,2,472
0,0,2,16,0,0,4,32,0,0,0,64,2,0,0,2,488
2,0,2,16,2,0,4,32,0,0,0,64,0,0,0,2,488
0,0,4,16,0,2,4,32,0,0,0,64,0,0,2,2,492
4,16,0,0,2,4,32,0,64,0,0,2,4,0,0,0,496
0,0,4,16,0,2,4,32,0,0,64,2,2,0,0,4,496
0,0,0,16,0,0,0,32,0,2,8,2,2,2,64,4,504
0,0,0,16,2,0,0,32,0,2,8,2,0,4,64,4,508
2,2,8,16,0,4,64,32,0,0,0,2,0,0,2,4,508
0,4,8,16,2,4,64,32,0,0,0,2,0,0,2,4,512
