0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,4
0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,4,4
0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,4,8
0,0,0,2,0,0,0,0,0,0,0,2,0,4,2,4,8
2,2,0,0,0,0,0,0,2,0,0,0,4,2,4,0,8
4,0,0,0,2,0,0,0,2,0,0,0,4,2,4,0,12
0,0,0,0,4,0,0,0,4,2,0,0,4,2,4,0,16
0,0,0,0,0,0,0,2,4,0,0,0,8,4,4,0,28
4,4,4,2,8,0,0,0,0,0,0,0,0,2,0,0,28
4,4,4,2,8,2,0,0,0,0,0,2,0,0,0,0,28
8,4,2,0,8,2,0,0,2,0,0,0,0,0,2,0,36
0,8,4,2,0,0,8,2,0,2,0,2,0,0,0,2,36
0,8,4,4,0,2,8,4,0,0,0,0,0,2,0,0,44
8,8,0,0,2,8,4,0,0,0,0,0,2,2,0,0,52
8,16,4,0,4,2,0,0,0,0,0,0,0,0,0,2,72
8,16,4,0,4,2,0,0,2,0,0,0,2,0,0,0,72
8,16,4,0,4,2,0,0,4,0,0,2,0,0,0,0,76
0,0,0,0,4,0,0,0,8,16,0,0,8,2,4,2,84
0,0,0,0,0,0,0,0,4,16,2,0,16,2,4,2,100
2,0,0,0,0,0,0,0,0,4,16,2,16,2,4,2,100
2,0,0,0,0,0,0,0,2,4,16,0,16,2,4,4,104
0,0,0,2,0,0,0,0,2,2,4,16,0,16,2,8,112
0,0,2,2,0,0,0,0,0,4,4,16,0,16,2,8,116
0,2,0,4,0,0,0,0,0,0,8,16,0,16,2,8,128
0,2,0,0,0,0,0,4,0,2,8,16,0,16,2,8,128
0,0,0,0,2,0,0,4,0,4,8,16,0,16,2,8,132
0,0,2,0,0,0,0,4,0,4,8,16,2,16,2,8,132
2,2,0,0,4,0,0,0,4,8,16,0,2,16,2,8,132
0,0,0,4,0,0,2,4,0,4,8,16,2,16,2,8,136
0,0,0,4,0,0,2,4,0,4,8,16,2,16,2,8,136
4,0,0,2,2,4,0,0,4,8,16,0,2,16,2,8,136
4,2,0,0,2,4,2,0,4,8,16,0,2,16,2,8,136
4,2,0,0,2,4,2,0,4,8,16,0,2,16,2,8,136
4,2,2,8,2,4,16,0,4,8,2,0,2,16,0,2,136
4,4,8,2,2,4,16,0,4,8,2,0,2,16,2,0,140
4,8,8,2,2,8,16,2,4,16,4,0,2,0,0,0,152
0,4,16,2,2,8,16,2,0,4,16,4,0,2,0,2,168
4,16,2,0,2,8,16,2,4,16,4,2,4,0,0,0,172
0,4,16,2,2,8,16,2,4,16,4,2,0,0,2,4,172
0,0,0,0,2,4,32,2,2,8,4,4,4,16,2,4,208
0,0,0,0,0,4,32,2,4,8,4,2,4,16,2,8,220
0,0,0,2,4,32,2,0,4,8,4,2,4,16,2,8,220
8,32,2,4,4,8,4,8,0,16,2,2,0,0,0,0,232
8,32,2,4,4,8,4,8,16,4,0,2,0,0,0,0,236
0,0,0,0,8,32,2,4,4,8,2,8,16,4,4,2,236
0,0,2,0,8,32,2,4,4,8,2,8,16,8,2,0,244
8,32,4,4,4,16,4,8,16,2,0,0,0,0,0,0,268
8,32,8,2,4,16,4,8,16,2,0,0,0,0,0,0,276
8,32,8,2,4,16,4,8,16,2,0,0,0,0,0,0,276
8,32,8,2,4,16,4,8,0,0,16,2,0,2,0,0,276
0,0,0,0,4,32,8,2,8,16,4,8,4,2,16,2,276
0,0,0,0,4,32,8,2,8,16,4,8,4,2,16,2,276
4,32,8,2,8,16,4,8,4,2,16,2,0,2,0,0,276
4,32,8,2,8,16,4,8,4,2,16,2,2,0,0,2,276
4,32,8,2,8,16,4,8,4,2,16,4,2,4,0,0,280
4,32,8,2,8,16,4,8,4,2,16,4,2,0,2,4,280
4,2,8,0,8,32,4,2,4,16,16,8,2,2,2,8,288
4,2,8,0,8,32,4,2,4,32,8,2,4,2,8,0,324
4,2,8,4,8,64,4,0,8,2,16,0,2,0,0,0,416
4,2,8,4,16,64,4,0,2,2,16,0,0,0,0,2,432
0,0,0,2,4,2,8,0,16,64,4,4,2,2,16,2,432
0,0,0,2,0,4,2,8,0,16,64,8,2,4,16,2,444
0,0,0,2,0,4,2,8,0,16,64,8,2,4,16,2,444
2,4,2,2,0,16,64,16,0,4,16,2,0,0,2,0,460
0,2,4,4,2,16,64,16,0,4,16,2,0,0,0,2,464
2,2,4,4,2,16,64,16,0,4,16,4,0,0,0,0,468
4,8,0,2,2,16,64,16,4,16,4,0,0,0,0,0,480
0,4,8,2,2,16,64,16,0,4,16,4,0,2,0,0,480
4,8,2,0,2,16,64,16,4,16,4,2,2,0,0,0,480
4,8,2,16,2,32,64,2,4,0,4,0,2,0,0,2,512
4,8,2,16,2,32,64,4,4,0,4,0,2,0,0,2,516
4,8,2,16,2,32,64,4,0,2,0,8,0,0,0,4,528
4,8,2,16,2,32,64,4,0,0,2,8,0,0,2,4,528
0,2,0,16,0,0,2,4,4,8,64,8,2,32,4,4,532
2,16,2,0,2,4,0,0,4,8,64,8,2,32,8,0,540
4,16,2,8,4,4,64,0,2,8,8,0,2,32,0,0,544
4,16,2,8,0,2,8,64,0,0,2,16,0,0,2,32,568
4,16,2,8,0,2,8,64,0,0,2,16,0,0,2,32,568
4,16,2,8,0,2,8,64,0,0,2,16,0,0,2,32,568
