0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0
0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,4,8
2,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,8
2,4,2,0,4,0,2,0,0,0,0,0,0,0,0,0,8
0,2,4,2,0,0,4,2,0,0,0,0,0,0,0,2,8
2,4,2,0,4,2,0,0,0,0,0,0,2,2,0,0,8
0,2,4,2,0,2,4,2,0,0,0,0,0,0,0,4,12
2,4,2,0,2,4,2,0,0,0,0,0,4,0,2,0,12
4,8,4,0,4,0,2,0,0,0,0,0,0,0,2,0,28
0,0,0,0,0,0,0,0,0,0,4,2,8,8,4,0,40
0,0,0,0,0,0,0,2,0,0,4,2,0,0,16,4,56
0,0,4,4,0,0,16,4,0,0,0,0,2,0,0,0,60
0,0,2,8,0,0,16,4,0,0,0,0,0,0,0,2,68
2,8,0,0,16,4,0,0,0,0,2,0,2,0,0,0,68
2,8,0,0,16,4,0,2,2,0,0,0,2,0,0,0,68
2,0,0,0,2,0,0,0,16,8,0,0,4,4,0,2,72
4,8,0,2,16,4,2,0,4,0,0,0,0,0,0,0,76
0,0,0,0,4,0,2,0,16,8,0,0,4,4,2,2,76
0,0,0,2,0,0,4,2,0,0,16,8,0,0,8,4,88
2,0,2,0,4,2,0,0,16,8,0,0,8,4,0,0,88
2,0,0,0,4,2,2,0,16,8,0,0,8,4,2,0,88
2,0,0,0,4,2,0,0,16,8,0,2,8,4,4,0,92
0,0,0,2,0,0,4,2,0,16,8,2,4,0,8,8,100
2,0,0,0,4,2,0,0,16,8,2,2,4,16,0,0,116
0,0,0,2,0,0,4,2,0,16,8,4,2,0,4,16,120
0,0,2,0,0,0,4,4,0,0,8,4,2,16,4,16,124
2,16,2,8,0,0,4,16,0,4,8,0,0,0,4,0,132
2,16,2,8,0,4,4,16,0,0,8,0,4,0,4,0,132
2,16,2,8,0,0,8,16,2,0,0,8,0,0,0,8,148
4,16,2,8,0,0,8,16,0,0,2,16,0,0,0,0,168
4,16,2,8,0,0,8,32,0,2,2,0,0,0,0,0,200
4,16,2,8,2,0,8,32,0,0,0,4,0,0,0,0,204
4,16,2,8,2,2,8,32,0,0,0,4,0,0,0,0,204
4,16,2,8,0,4,8,32,0,0,2,4,0,0,0,0,208
4,16,2,8,0,4,8,32,0,0,2,4,0,0,0,0,208
4,16,2,8,0,4,8,32,0,0,2,4,0,0,0,0,208
4,16,2,8,0,4,8,32,0,0,2,4,0,0,0,0,208
0,0,0,0,2,0,2,8,0,16,8,32,4,4,2,4,208
0,0,4,0,0,0,4,8,0,16,8,32,0,8,2,4,220
0,0,0,2,0,0,8,8,0,16,8,32,0,8,2,4,228
0,0,0,2,0,2,0,8,0,16,16,32,0,8,2,4,244
2,2,0,0,2,8,0,0,32,32,0,0,8,2,4,0,276
0,2,0,0,4,8,2,0,32,32,0,0,8,2,4,0,280
2,0,0,0,4,8,2,0,64,0,0,0,8,2,4,2,344
2,0,0,2,0,4,8,2,0,0,0,64,8,2,4,2,344
0,0,0,4,2,4,8,2,0,0,0,64,8,2,4,2,348
0,0,0,4,2,4,8,2,0,0,0,64,8,2,4,2,348
2,4,8,4,8,2,4,2,2,0,0,64,0,0,0,2,348
2,4,8,4,8,2,4,2,0,0,2,64,0,0,2,2,348
0,0,4,4,0,0,8,2,2,4,4,64,8,2,4,2,352
2,0,0,4,0,0,4,2,2,4,8,64,8,2,8,2,360
2,4,0,2,4,2,0,0,2,4,8,64,8,2,8,2,360
2,4,2,0,4,2,2,0,2,4,8,64,8,2,8,2,360
2,4,2,0,4,4,0,2,2,4,8,64,8,2,8,2,364
2,8,2,2,4,4,16,64,2,2,0,2,8,0,2,0,388
2,0,2,0,4,8,2,2,2,4,16,64,8,2,2,2,388
2,0,0,4,0,4,8,4,2,4,16,64,0,8,2,4,400
4,8,8,8,0,8,16,64,0,0,2,4,0,0,0,4,420
4,16,8,0,8,16,64,0,2,4,0,0,4,0,2,0,436
0,4,16,8,0,8,16,64,0,0,2,4,2,0,4,2,436
0,2,0,8,0,0,32,64,0,4,2,4,2,8,4,2,468
0,0,2,8,0,2,32,64,0,4,2,4,2,8,4,2,468
0,0,2,8,0,2,32,64,0,4,2,4,2,8,4,2,468
