0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4
4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4
0,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,8
0,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,8
2,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,8
0,0,0,2,4,0,0,0,0,0,0,4,0,0,4,2,8
2,0,2,0,4,0,0,0,4,0,0,0,4,2,0,0,8
0,0,0,0,2,0,0,0,4,0,2,0,8,2,2,0,16
0,0,0,0,0,0,0,2,0,2,4,2,0,0,8,4,20
0,2,4,4,0,0,8,4,0,0,0,2,0,0,0,0,24
2,8,0,0,8,4,0,0,2,0,0,0,0,0,0,4,32
0,0,2,8,0,0,8,4,2,0,0,2,0,0,0,4,32
2,0,2,8,0,0,8,4,4,0,0,2,0,0,0,4,32
2,0,2,8,4,0,8,4,0,0,0,2,0,2,0,4,32
2,2,2,8,4,0,8,4,0,0,0,2,2,0,0,4,32
4,2,8,0,4,8,4,0,2,2,0,0,2,4,0,0,36
4,2,8,0,4,8,4,0,4,0,0,0,2,4,0,2,40
0,0,0,0,4,2,0,2,8,8,8,0,2,4,4,2,48
4,2,8,4,8,8,4,0,2,4,0,2,0,0,0,0,52
4,2,8,4,2,0,16,4,0,2,4,2,0,0,0,0,68
4,2,8,4,2,2,16,4,0,2,4,2,0,0,0,0,68
4,2,8,4,0,4,16,4,0,2,4,2,0,0,2,0,72
4,2,8,8,0,4,16,2,0,2,4,0,0,0,2,2,80
4,2,16,0,4,16,2,0,2,4,0,0,4,0,4,0,100
0,4,2,16,0,4,16,2,0,0,2,4,0,0,2,8,108
0,8,2,16,0,0,16,2,0,2,4,4,0,0,0,8,120
2,8,2,16,0,2,16,2,0,0,4,4,0,0,0,8,120
2,0,0,16,0,0,2,2,0,8,16,4,2,2,4,8,120
2,16,0,0,4,0,0,0,8,16,4,2,4,4,8,0,128
2,16,0,2,4,0,0,0,8,16,4,2,8,8,0,0,136
2,16,2,2,4,0,0,0,8,16,4,2,16,0,0,0,152
2,32,2,4,4,0,4,0,8,0,0,0,16,2,0,0,188
2,32,2,4,8,2,0,0,8,0,0,0,16,2,0,0,196
2,32,2,4,8,2,0,0,8,0,0,0,16,2,0,0,196
0,0,0,0,2,2,0,0,16,32,0,0,16,4,2,4,216
0,0,2,0,0,0,0,4,0,0,16,32,16,4,2,4,220
0,0,0,2,2,0,0,4,0,0,16,32,16,4,2,4,220
2,0,0,0,2,4,0,2,16,32,0,0,16,4,2,4,220
0,2,0,2,0,2,4,2,0,0,16,32,16,4,2,4,220
0,0,2,0,0,0,4,4,0,4,16,32,16,4,2,4,228
0,0,0,2,0,0,0,8,2,4,16,32,16,4,2,4,236
2,8,16,2,16,0,2,8,0,0,0,32,0,0,2,4,244
2,8,16,2,16,2,8,0,32,0,0,0,2,4,2,0,244
