0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,4,0
0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,4
0,2,2,8,0,0,0,0,0,0,0,2,0,0,0,0,12
0,0,4,8,0,0,0,0,0,0,0,2,2,0,0,0,16
0,0,4,8,0,0,0,0,0,2,0,2,0,0,0,2,16
4,8,0,2,0,0,0,0,4,0,0,0,2,0,0,0,20
0,4,8,2,2,0,0,0,0,0,0,4,0,0,0,2,20
4,8,2,0,2,0,2,0,4,0,0,0,2,0,0,0,20
0,4,8,2,2,0,0,4,0,0,0,4,0,0,0,2,24
0,4,8,2,0,0,2,4,0,0,0,4,0,4,0,2,24
0,0,0,0,0,2,0,2,0,0,8,8,0,8,2,2,40
0,0,0,2,0,0,0,4,0,0,0,16,0,0,8,4,64
0,0,0,2,0,0,0,4,0,0,0,16,0,0,8,4,64
2,0,8,2,0,0,0,4,0,0,0,16,0,0,0,4,64
4,2,8,2,0,0,0,4,0,0,0,16,0,0,0,4,64
4,2,8,2,4,2,0,0,16,0,0,0,4,0,0,0,64
4,2,8,2,4,2,0,0,16,0,0,0,4,0,0,0,64
4,2,8,2,0,0,4,2,0,0,2,16,0,0,0,4,64
4,2,8,2,0,0,4,2,0,0,2,16,0,0,0,4,64
4,2,8,2,0,0,4,2,0,0,2,16,0,0,0,4,64
4,2,8,2,0,0,4,2,0,0,2,16,0,0,0,4,64
4,2,8,2,0,0,4,2,0,0,2,16,0,0,0,4,64
4,2,8,2,0,0,4,2,0,0,2,16,0,0,0,4,64
4,2,8,2,4,2,0,0,2,16,0,2,4,0,0,0,64
8,4,8,4,2,16,0,0,4,0,0,0,0,0,2,0,80
0,0,0,0,8,0,0,2,2,4,8,0,4,16,2,4,80
0,0,0,0,8,2,0,0,2,4,8,2,4,16,2,4,80
2,0,0,0,0,0,8,2,2,4,8,2,4,16,2,4,80
4,4,16,4,4,16,2,4,0,0,0,0,0,0,2,0,104
0,8,16,4,4,16,2,4,2,0,0,0,0,0,0,2,112
4,8,16,8,2,16,2,2,0,2,0,0,0,0,0,0,120
4,8,16,8,2,2,16,4,0,0,0,2,0,0,0,0,124
4,8,16,8,0,4,16,4,0,0,0,2,0,0,0,4,128
4,8,16,8,0,4,16,4,0,0,0,2,0,0,0,4,128
0,0,0,8,0,0,0,4,2,8,0,2,4,4,32,4,160
0,0,0,8,0,0,0,4,2,8,0,2,4,4,32,4,160
0,0,0,8,0,0,0,4,2,8,0,2,4,4,32,4,160
0,0,0,8,0,0,0,4,2,2,8,2,0,8,32,4,168
0,0,0,8,0,0,2,4,0,2,8,2,2,8,32,4,168
0,0,0,8,0,0,2,4,0,2,8,2,2,8,32,4,168
2,2,2,8,0,8,8,4,4,0,32,2,0,0,0,4,168
2,0,0,8,0,0,2,4,2,2,8,2,4,8,32,4,168
4,2,2,8,4,8,8,4,0,2,32,2,0,0,0,4,172
4,4,8,0,4,16,4,0,2,32,2,0,4,0,2,0,192
8,8,2,0,4,16,4,0,2,32,2,0,4,2,0,0,200
8,8,2,0,4,16,4,0,2,32,2,0,4,2,0,0,200
8,8,2,0,4,16,4,0,2,32,2,0,4,2,0,0,200
16,2,0,2,4,16,4,0,2,32,2,0,4,2,0,0,216
0,0,16,4,2,4,16,4,0,2,32,2,0,0,4,2,220
2,4,32,8,0,2,32,4,0,0,4,0,2,0,0,0,264
4,4,64,8,0,2,4,4,0,0,0,0,0,0,2,0,332
8,64,8,0,2,8,0,0,0,0,0,0,2,0,2,0,348
0,8,64,8,2,0,2,8,0,0,0,0,0,0,0,4,352
0,8,64,8,0,0,4,8,0,2,0,0,0,0,0,4,356
0,0,0,0,0,0,0,0,0,8,64,16,2,2,4,4,372
2,8,64,16,0,2,4,4,0,0,2,0,0,0,0,0,372
2,8,64,16,0,2,4,4,0,0,2,0,0,0,0,0,372
2,8,64,16,2,8,0,0,2,0,0,0,0,2,0,0,380
4,16,64,16,2,2,0,0,0,0,0,2,0,0,0,0,400
4,16,64,16,2,2,0,2,0,0,0,0,0,2,0,0,400
0,0,0,0,0,0,0,2,4,16,0,16,2,4,64,2,404
4,16,64,2,2,4,0,16,0,0,0,2,0,0,2,0,404
4,16,64,2,0,2,4,16,2,0,0,2,0,0,0,2,404
2,0,0,0,0,0,0,2,4,16,64,16,2,2,4,4,408
2,16,64,2,4,2,4,16,2,0,0,4,4,0,0,0,408
2,0,2,0,4,0,0,2,2,16,64,16,4,2,4,4,408
2,16,2,2,4,2,64,16,2,0,4,4,4,0,2,0,408
2,16,2,2,4,2,64,16,2,0,4,4,4,0,2,0,408
2,0,2,0,4,2,64,2,2,16,4,16,4,2,2,4,408
4,0,0,0,4,2,64,2,2,16,4,16,4,4,4,2,416
0,0,2,4,4,2,64,2,2,16,4,16,0,4,8,2,424
4,2,2,4,2,16,64,2,0,4,4,16,2,0,8,2,424
4,2,2,4,4,16,64,2,0,4,4,16,2,0,8,2,428
0,4,4,4,4,16,64,2,2,0,8,16,0,2,8,2,440
0,2,4,8,4,16,64,2,0,2,8,16,0,2,8,2,448
2,0,0,8,0,2,4,2,0,16,64,16,4,4,16,2,468
2,2,4,8,4,16,64,2,0,4,16,16,0,0,2,2,468
4,4,8,0,4,16,64,2,4,32,2,0,4,0,0,0,508
8,4,8,2,8,16,64,0,0,32,2,0,0,2,0,0,524
8,4,8,2,8,16,64,2,32,2,0,0,2,0,0,0,524
16,4,8,4,32,16,64,0,2,2,2,0,0,0,0,0,544
16,4,8,4,0,32,16,64,0,0,2,4,0,0,2,0,548
0,0,0,0,0,4,8,4,0,4,16,64,16,32,4,4,552
0,0,0,0,2,4,8,4,0,4,16,64,0,16,32,8,560
0,2,0,0,2,4,8,4,4,16,64,0,16,32,8,0,560
2,0,2,0,2,4,8,4,4,16,64,0,16,32,8,0,560
0,2,0,4,2,4,8,4,0,4,16,64,0,16,32,8,564
2,0,0,0,0,2,8,8,0,8,16,64,2,16,32,8,580
2,0,0,0,0,2,8,8,0,8,16,64,4,16,32,8,584
2,2,8,8,4,8,16,64,0,16,32,8,2,0,0,0,584
2,2,8,8,4,8,16,64,2,16,32,8,0,0,0,2,584
2,2,8,8,4,8,16,64,2,16,32,8,0,0,0,2,584
4,16,0,0,4,8,16,64,2,16,32,8,2,0,2,0,604
0,0,0,0,4,16,16,0,8,8,32,64,4,16,2,8,616
0,0,2,0,4,32,0,0,16,32,64,0,4,16,2,8,664
0,0,0,0,4,0,2,0,16,64,64,2,4,16,2,8,728
4,0,0,0,0,0,4,2,0,16,128,2,4,16,2,8,856
0,0,4,4,0,0,4,2,0,16,128,2,4,16,2,8,856
0,0,0,0,0,2,8,4,0,0,128,4,4,32,2,8,900
0,0,2,0,2,8,4,0,128,4,0,0,4,32,2,8,900
0,4,0,2,0,2,8,4,0,0,128,4,4,32,2,8,900
