0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,4
2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,4
0,0,0,2,0,0,0,0,0,2,0,2,0,0,4,2,4
0,2,4,4,0,0,0,2,0,0,0,0,2,0,0,0,8
2,8,0,0,2,0,0,0,2,0,0,0,2,0,0,0,16
4,8,0,0,4,0,0,0,0,0,0,0,0,0,2,0,24
8,8,2,0,0,0,0,0,0,0,4,0,0,0,0,0,32
0,0,16,2,2,0,0,0,0,0,0,4,0,0,0,0,48
0,0,16,2,0,0,0,2,0,0,0,4,0,0,2,0,48
0,0,16,2,0,0,0,2,0,0,0,4,0,2,0,2,48
0,0,0,0,0,0,0,4,2,0,0,4,0,2,16,2,52
2,2,16,8,0,0,0,2,0,0,0,2,0,0,0,0,60
0,4,16,8,0,0,0,2,0,0,0,2,0,0,2,0,64
0,4,16,8,0,0,2,4,0,0,0,0,0,2,0,0,68
4,16,8,0,2,4,2,0,0,0,0,0,2,0,0,0,68
0,0,0,0,0,0,0,2,4,16,8,0,4,4,2,0,72
8,16,8,2,2,4,2,0,0,0,0,0,0,0,0,0,80
8,16,8,2,2,4,2,0,0,0,0,0,0,0,0,0,80
0,0,2,0,0,0,0,0,8,16,8,0,2,4,2,2,80
8,16,2,2,2,4,8,2,0,0,2,0,0,0,0,0,80
2,8,16,4,2,4,8,2,0,0,0,2,0,0,0,0,84
2,8,16,4,2,4,8,2,2,0,0,0,2,0,0,0,84
2,8,16,4,2,4,8,2,0,0,0,2,0,0,2,2,84
2,8,16,4,2,4,8,2,4,0,0,2,0,0,0,4,88
2,0,0,0,0,0,0,4,4,8,16,4,4,4,8,4,96
2,8,16,8,8,4,8,4,0,0,2,0,0,0,0,0,112
2,8,16,8,8,4,8,4,2,0,2,0,0,0,0,0,112
2,8,16,8,8,4,8,4,0,0,0,4,2,0,0,0,116
2,8,16,8,8,4,8,4,0,2,0,4,0,0,0,2,116
2,8,16,8,8,4,8,4,0,0,2,4,0,0,2,2,116
2,8,16,8,8,4,8,4,2,4,0,0,4,2,0,0,120
2,8,16,8,8,4,8,4,0,0,2,4,2,0,4,2,120
0,0,16,2,2,0,8,8,8,8,2,8,2,4,4,2,128
0,0,16,2,0,0,2,16,2,16,2,8,0,2,8,2,168
0,0,16,2,0,0,2,16,2,16,2,8,0,2,8,2,168
2,16,16,2,0,2,4,16,0,2,8,8,0,0,0,2,172
2,0,0,2,0,0,16,16,0,16,4,8,2,4,8,2,176
4,0,0,2,32,0,0,0,16,4,8,0,2,4,8,2,212
4,8,16,4,32,0,0,0,16,0,0,2,2,0,0,0,240
4,8,16,4,0,0,0,32,0,0,16,2,0,0,2,2,240
4,8,16,4,0,0,0,32,0,0,16,2,0,0,2,4,244
4,8,32,4,0,0,2,32,0,0,0,2,2,0,0,4,276
4,8,32,4,2,32,0,2,2,0,0,0,2,4,0,0,276
4,0,0,0,4,8,0,0,2,32,0,4,4,4,32,2,280
2,0,0,4,0,0,4,8,0,2,32,4,0,8,32,2,288
2,2,4,4,0,8,64,8,2,0,0,4,0,0,0,2,352
0,0,0,4,0,0,0,8,4,2,4,4,4,8,64,2,356
0,0,0,4,2,0,0,8,0,4,2,8,4,8,64,2,364
4,2,0,0,2,8,0,0,4,2,8,0,4,8,64,2,364
0,2,0,0,4,8,0,0,2,2,8,2,8,8,64,2,372
2,0,0,2,4,8,0,0,4,8,2,0,16,64,2,0,392
0,0,0,0,2,0,0,0,8,16,0,4,16,64,4,2,420
0,0,2,0,2,0,0,0,8,16,4,0,16,64,4,2,420
2,0,0,0,2,0,0,0,8,16,2,0,16,64,8,2,428
0,2,0,0,4,0,0,0,8,16,2,0,16,64,8,2,432
2,0,0,2,0,0,0,4,0,8,16,2,16,64,8,2,432
0,0,2,0,0,0,0,2,2,8,16,4,16,64,8,4,436
2,0,0,0,2,0,2,0,2,8,16,4,16,64,8,4,436
0,0,0,0,2,0,2,0,4,8,16,2,16,64,8,8,448
0,0,0,0,4,0,0,4,4,8,16,2,0,16,64,16,468
2,0,0,0,0,0,0,8,4,8,16,2,0,16,64,16,476
2,0,2,0,8,0,0,0,4,8,16,2,16,64,16,0,476
2,8,2,2,8,64,32,0,4,0,0,0,16,0,2,0,508
2,0,0,0,8,0,2,2,4,8,32,0,16,64,2,2,508
2,8,2,4,8,64,32,0,4,0,2,2,16,0,0,0,512
2,2,0,0,8,0,2,0,4,8,32,4,16,64,2,2,512
0,0,2,4,0,0,8,2,4,8,32,4,0,16,64,4,520
4,8,2,4,0,16,8,2,0,0,32,8,2,0,64,0,528
0,0,2,2,0,0,8,4,4,8,32,2,2,16,64,8,528
0,0,2,2,0,0,8,4,4,8,32,2,2,16,64,8,528
4,8,2,2,2,16,8,4,0,0,32,2,0,2,64,8,528
4,8,2,2,2,16,8,4,0,2,32,2,0,2,64,8,528
2,4,8,4,2,16,8,4,0,2,32,2,0,2,64,8,532
2,4,8,4,2,16,8,4,2,32,2,2,2,64,8,0,532
0,4,0,0,0,16,16,2,4,32,2,8,4,64,8,2,564
4,0,2,0,32,2,0,0,4,32,2,8,4,64,8,2,596
0,0,0,0,4,2,0,2,32,32,4,8,8,64,8,2,608
0,0,0,0,0,0,4,4,2,64,4,8,8,64,8,2,676
0,0,0,0,0,0,0,4,2,2,8,8,8,128,8,2,812
0,0,0,0,0,0,0,4,2,0,4,16,8,128,8,2,832
0,0,0,2,0,0,0,4,0,2,4,16,8,128,8,2,832
2,0,0,0,4,0,0,0,2,4,16,2,8,128,8,2,832
0,0,2,2,0,0,0,4,2,4,16,2,8,128,8,2,832
4,0,0,0,4,2,0,0,2,4,16,2,8,128,8,2,836
4,0,0,0,4,2,0,0,2,4,16,2,8,128,8,2,836
4,0,0,0,4,2,0,0,2,4,16,2,8,128,8,2,836
0,0,0,2,8,2,0,0,2,4,16,0,8,128,8,4,848
0,2,0,0,8,2,0,0,2,4,16,2,8,128,8,4,848
8,4,16,2,2,4,8,4,8,128,2,0,0,0,0,0,852
8,8,16,2,2,128,8,4,8,0,2,0,0,2,0,0,860
16,16,2,0,2,128,8,4,8,2,0,0,2,0,0,2,876
16,0,0,2,2,16,0,0,8,128,2,4,2,2,8,2,876
0,0,16,2,0,2,2,16,8,128,2,4,0,4,8,2,880
2,0,16,2,0,0,4,16,8,128,2,4,0,4,8,2,884
0,0,16,2,0,2,4,16,2,128,2,4,8,4,8,2,884
0,0,16,2,0,2,4,16,2,128,2,4,8,4,8,2,884
0,0,16,2,0,2,4,16,2,128,2,4,8,4,8,2,884
2,2,16,2,8,128,4,16,0,4,2,4,2,0,8,2,884
0,2,16,2,2,2,4,16,8,128,2,4,2,4,8,2,884
2,4,16,2,8,128,4,16,2,4,2,4,2,0,8,2,888
2,4,16,2,8,128,4,16,2,4,2,4,4,2,8,2,888
